well_position	broad_sample	mmoles_per_liter	solvent
A01	BRD-K39237968-001-01-6	5.00664086112593	DMSO
A02	BRD-K39306587-001-01-0	5.002653792993501	DMSO
A03	BRD-K39397248-001-01-0	5.01132459383896	DMSO
A04	BRD-K39438085-001-01-8	4.849670387190019	DMSO
A05	BRD-K39561340-001-01-8	5.074799600802719	DMSO
A06	BRD-K39573478-001-01-7	5.00578758104342	DMSO
A07	BRD-K39600742-001-01-8	5.019455222078269	DMSO
A08	BRD-K39624517-001-01-1	5.229325391241059	DMSO
A09	BRD-K39639513-001-01-3	5.019640380236	DMSO
A10	BRD-K39681206-001-01-7	5.19159165459625	DMSO
A11	BRD-K39695412-001-01-7	4.980638511981629	DMSO
A12	BRD-K39709957-001-01-7	4.9856482696912305	DMSO
A13			DMSO
A14			DMSO
A15	BRD-K39710695-001-01-2	4.99125967995499	DMSO
A16	BRD-K39965317-001-01-0	5.030522841595441	DMSO
A17	BRD-K40061857-001-01-1	5.019950324200289	DMSO
A18	BRD-K40102258-001-01-8	5.02913131740471	DMSO
A19	BRD-K40170731-001-01-2	4.98989064916771	DMSO
A20	BRD-K40241022-001-01-9	4.99695631963917	DMSO
A21	BRD-K40264914-001-01-2	5.02670700067438	DMSO
A22	BRD-K40332193-001-01-9	5.01697340247964	DMSO
A23	BRD-K40472535-001-01-0	5.02476395438762	DMSO
A24	BRD-K40851366-001-01-9	5.02981909804735	DMSO
B01	BRD-K40863542-001-01-1	5.00721171528804	DMSO
B02	BRD-K40864085-001-01-2	5.02872496115804	DMSO
B03	BRD-K40954438-001-01-5	4.97641225420195	DMSO
B04	BRD-K40956802-001-01-8	5.0175029163606695	DMSO
B05	BRD-K40982265-001-01-4	5.01093765438271	DMSO
B06	BRD-K41033343-001-01-1	5.026746632512349	DMSO
B07	BRD-K41044903-001-01-0	5.0068767693228	DMSO
B08	BRD-K41116634-001-01-2	5.02644782293808	DMSO
B09	BRD-K41133627-001-01-6	5.008778043901611	DMSO
B10	BRD-K41135617-001-01-3	5.0174974046594505	DMSO
B11	BRD-K41172555-001-01-0	5.03988697640366	DMSO
B12	BRD-K41185648-001-01-1	5.03049165030751	DMSO
B13			DMSO
B14			DMSO
B15	BRD-K41272069-001-01-7	5.04097664680516	DMSO
B16	BRD-K41412255-001-01-3	5.03754913119317	DMSO
B17	BRD-K41517267-001-01-5	5.02971322964802	DMSO
B18	BRD-K41526317-001-01-6	4.91671175484485	DMSO
B19	BRD-K41562445-001-01-6	5.02036961993291	DMSO
B20	BRD-K41656340-001-01-2	4.99046331298213	DMSO
B21	BRD-K41674016-001-01-8	5.01252375757862	DMSO
B22	BRD-K41774018-001-01-4	5.076540593285389	DMSO
B23	BRD-K41866979-001-01-5	4.869236843006401	DMSO
B24	BRD-K41939184-001-01-1	5.0028455172951505	DMSO
C01	BRD-K42032479-001-01-8	5.0354269620555705	DMSO
C02	BRD-K42034238-001-01-6	4.94550299148787	DMSO
C03	BRD-K42392619-001-01-7	5.1365715899551105	DMSO
C04	BRD-K42394957-001-01-3	5.04862345792452	DMSO
C05	BRD-K42439884-001-01-4	5.06525818062834	DMSO
C06	BRD-K42455150-001-01-7	5.00253206843143	DMSO
C07	BRD-K42654859-001-01-9	5.0209082729985	DMSO
C08	BRD-K42862653-001-01-6	5.02290683170688	DMSO
C09	BRD-K42899345-001-01-2	4.99882731538579	DMSO
C10	BRD-K42964952-001-01-8	5.084304960591299	DMSO
C11			DMSO
C12			DMSO
C13	BRD-K42968343-001-01-7	5.007979378404389	DMSO
C14	BRD-K42971210-001-01-1	5.025255087439179	DMSO
C15			DMSO
C16			DMSO
C17	BRD-K43025624-001-01-5	5.061722672963571	DMSO
C18	BRD-K43051162-001-01-9	4.930114454018231	DMSO
C19	BRD-K43053725-001-01-5	5.038117151871269	DMSO
C20	BRD-K43086600-001-01-5	4.99004307403617	DMSO
C21	BRD-K43106305-001-01-9	5.076236112568309	DMSO
C22	BRD-K43192836-001-01-7	4.8586873048864	DMSO
C23	BRD-K43237307-001-01-0	4.989131656523	DMSO
C24	BRD-K43287163-001-01-8	5.2797411840004	DMSO
D01	BRD-K43324262-001-01-9	5.0036326968807	DMSO
D02	BRD-K43390080-001-01-0	5.05194640771092	DMSO
D03	BRD-K43418395-001-01-9	5.16392768394732	DMSO
D04	BRD-K43456755-001-01-3	4.997792178769281	DMSO
D05	BRD-K43479153-001-01-3	4.98729811306637	DMSO
D06	BRD-K43610632-001-01-4	5.0034876373561605	DMSO
D07	BRD-K43654313-001-01-8	4.99237889516107	DMSO
D08	BRD-K43729445-001-01-9	5.00719052170395	DMSO
D09	BRD-K43775480-001-01-8	5.06188795869726	DMSO
D10	BRD-K43901257-001-01-1	5.01881077578585	DMSO
D11			DMSO
D12			DMSO
D13	BRD-K43936062-001-01-2	5.03763318254244	DMSO
D14	BRD-K43992442-001-01-6	4.9747235962438605	DMSO
D15			DMSO
D16			DMSO
D17	BRD-K44177822-001-01-3	4.919114704220799	DMSO
D18	BRD-K44304623-001-01-4	5.02241999269134	DMSO
D19	BRD-K44403120-001-01-2	5.03080132043791	DMSO
D20	BRD-K44430448-001-01-0	5.025106222638049	DMSO
D21	BRD-K44445002-001-01-6	4.99497319283738	DMSO
D22	BRD-K44481920-001-01-0	5.03947955657482	DMSO
D23	BRD-K44506257-001-01-7	5.04738950446279	DMSO
D24	BRD-K44648112-001-01-2	4.83794613847289	DMSO
E01			DMSO
E02			DMSO
E03	BRD-K44696931-001-01-0	5.031387662095099	DMSO
E04	BRD-K44722328-001-01-5	4.99290142009102	DMSO
E05	BRD-K44743425-001-01-3	4.989688452960049	DMSO
E06	BRD-K44759088-001-01-7	5.02769004472892	DMSO
E07	BRD-K44787496-001-01-4	4.85781915000066	DMSO
E08	BRD-K44834268-001-01-0	5.07793370472332	DMSO
E09			DMSO
E10			DMSO
E11	BRD-K44861255-001-01-8	4.99202890378188	DMSO
E12	BRD-K44916315-001-01-8	4.94123413127211	DMSO
E13	BRD-K44921612-001-01-8	5.0453619864324	DMSO
E14	BRD-K44944875-001-01-2	5.06252898585041	DMSO
E15	BRD-K45013226-001-01-1	5.073659493211809	DMSO
E16	BRD-K45050268-001-01-2	4.76876071171786	DMSO
E17			DMSO
E18			DMSO
E19	BRD-K45056520-001-01-3	4.936910542935481	DMSO
E20	BRD-K45077605-001-01-7	5.005145845697231	DMSO
E21	BRD-K45092891-001-01-9	5.081122930542099	DMSO
E22	BRD-K45142472-001-01-9	4.9951580293525994	DMSO
E23	BRD-K45253154-001-01-9	4.9883602651087005	DMSO
E24	BRD-K45282594-001-01-6	5.01107108063251	DMSO
F01			DMSO
F02			DMSO
F03	BRD-K45342423-001-01-5	5.20595258326029	DMSO
F04	BRD-K45361857-001-01-0	4.98598304628457	DMSO
F05	BRD-K45378289-001-01-2	4.986309580864151	DMSO
F06	BRD-K45516283-001-01-3	5.00917723406954	DMSO
F07	BRD-K45620289-001-01-7	5.0805965479043005	DMSO
F08	BRD-K45635721-001-01-1	4.91126312823722	DMSO
F09			DMSO
F10			DMSO
F11	BRD-K45799338-001-01-0	5.02281144445099	DMSO
F12	BRD-K45845217-001-01-7	5.00769093751625	DMSO
F13	BRD-K45874102-001-01-5	5.03532118531944	DMSO
F14	BRD-K45964657-001-01-3	5.03206539146646	DMSO
F15	BRD-K45986774-001-01-4	4.9952358232936	DMSO
F16	BRD-K46014293-001-01-6	5.119151807024	DMSO
F17			DMSO
F18			DMSO
F19	BRD-K46065636-001-01-4	4.98593277777062	DMSO
F20	BRD-K46095779-001-01-8	4.99253271950615	DMSO
F21	BRD-K46098747-001-01-1	4.97224754521843	DMSO
F22	BRD-K46162352-001-01-1	4.9807383110685	DMSO
F23	BRD-K46293468-001-01-5	5.07202937190851	DMSO
F24	BRD-K46401069-001-01-7	4.84730875085834	DMSO
G01	BRD-K46494135-001-01-2	5.03341831839906	DMSO
G02	BRD-K46526566-001-01-9	5.02946030243371	DMSO
G03			DMSO
G04			DMSO
G05	BRD-K46607226-001-01-9	5.08891124026633	DMSO
G06	BRD-K46666779-001-01-6	5.0087529708851	DMSO
G07	BRD-K46703028-001-01-6	5.030982171725	DMSO
G08	BRD-K46877890-001-01-3	5.02601312860133	DMSO
G09	BRD-K46890865-001-01-7	5.05314563584642	DMSO
G10	BRD-K46936325-001-01-2	4.9283178041507805	DMSO
G11	BRD-K47030799-001-01-0	5.00979587553268	DMSO
G12	BRD-K47052171-001-01-2	4.999733311281751	DMSO
G13	BRD-K47197953-001-01-9	5.006167247187429	DMSO
G14	BRD-K47254434-001-01-7	5.00841261794513	DMSO
G15	BRD-K47309161-001-01-8	4.9897227087891105	DMSO
G16	BRD-K47314501-001-01-7	5.00883144278916	DMSO
G17	BRD-K47417426-001-01-0	5.03213622632825	DMSO
G18	BRD-K47445962-001-01-1	5.186148425277461	DMSO
G19			DMSO
G20			DMSO
G21	BRD-K47456901-001-01-2	5.0399284507320194	DMSO
G22	BRD-K47461610-001-01-4	4.97925826817172	DMSO
G23	BRD-K47504528-001-01-2	5.24889850389419	DMSO
G24	BRD-K47533800-001-01-0	5.027921995937	DMSO
H01	BRD-K47577519-001-01-9	4.99016812663587	DMSO
H02	BRD-K47582411-001-01-8	5.002212211023259	DMSO
H03			DMSO
H04			DMSO
H05	BRD-K47613410-001-01-2	5.023630553291611	DMSO
H06	BRD-K47620421-001-01-4	5.02277914564242	DMSO
H07	BRD-K47748211-001-01-7	5.09093010999667	DMSO
H08	BRD-K47756270-001-01-8	5.09763347644041	DMSO
H09	BRD-K47762331-001-01-3	4.9974487758964194	DMSO
H10	BRD-K47802551-001-01-0	5.046333998906889	DMSO
H11	BRD-K47825575-001-01-3	5.05469024312087	DMSO
H12	BRD-K47874568-001-01-0	5.02019151734329	DMSO
H13	BRD-K48035513-001-01-3	5.007029443167861	DMSO
H14	BRD-K48235506-001-01-8	4.9330491732058	DMSO
H15	BRD-K48266244-001-01-0	5.02060944357553	DMSO
H16	BRD-K48338059-001-01-1	5.015962951703941	DMSO
H17	BRD-K48389518-001-01-9	5.1028814088886705	DMSO
H18	BRD-K48407125-001-01-4	5.015228351573651	DMSO
H19			DMSO
H20			DMSO
H21	BRD-K48412518-001-01-9	5.008593990050961	DMSO
H22	BRD-K48465004-001-01-8	5.02820104936059	DMSO
H23	BRD-K48549243-001-01-0	5.02537789086622	DMSO
H24	BRD-K48564062-001-01-7	4.955270149165839	DMSO
I01	BRD-K48703351-001-01-1	4.97755195153045	DMSO
I02	BRD-K48727830-001-01-1	4.9794000544503705	DMSO
I03	BRD-K48739735-001-01-2	4.74784092236629	DMSO
I04	BRD-K48835953-001-01-3	5.01560094288741	DMSO
I05			DMSO
I06			DMSO
I07	BRD-K49029187-001-01-0	4.93986469108495	DMSO
I08	BRD-K49132774-001-01-1	5.06136096025586	DMSO
I09	BRD-K49208610-001-01-7	5.02327477311493	DMSO
