Original_Plate_Map_Name	well_position	broad_sample	conc_mmol
C-2113-01-D39-018	A01		
C-2113-01-D39-018	A02		
C-2113-01-D39-018	A03	BRD-K75983321-001-05-3	4.999999999999999
C-2113-01-D39-018	A04	BRD-A58815527-001-05-2	4.999999999999999
C-2113-01-D39-018	A05	BRD-K48050041-001-05-4	4.999999999999999
C-2113-01-D39-018	A06	BRD-K09558187-001-05-7	4.999999999999999
C-2113-01-D39-018	A07	BRD-A67481961-001-05-5	4.999999999999999
C-2113-01-D39-018	A08	BRD-K80384269-001-05-1	4.999999999999999
C-2113-01-D39-018	A09	BRD-A51100427-001-05-7	4.999999999999999
C-2113-01-D39-018	A10	BRD-K73306486-001-04-3	4.999999999999999
C-2113-01-D39-018	A11	BRD-K31912442-001-05-9	4.999999999999999
C-2113-01-D39-018	A12	BRD-K54033714-001-07-3	4.999999999999999
C-2113-01-D39-018	A13	BRD-K07864267-001-05-4	4.999999999999999
C-2113-01-D39-018	A14	BRD-K89067556-001-05-5	4.999999999999999
C-2113-01-D39-018	A15	BRD-K20372127-001-05-1	4.999999999999999
C-2113-01-D39-018	A16	BRD-K68270321-001-05-4	4.999999999999999
C-2113-01-D39-018	A17	BRD-K10509720-001-05-1	4.999999999999999
C-2113-01-D39-018	A18	BRD-K06800040-001-04-6	4.999999999999999
C-2113-01-D39-018	A19	BRD-A49950516-001-04-5	4.999999999999999
C-2113-01-D39-018	A20	BRD-K50749858-001-05-8	4.999999999999999
C-2113-01-D39-018	A21	BRD-K67804580-001-05-7	4.999999999999999
C-2113-01-D39-018	A22	BRD-A44986668-001-05-7	4.999999999999999
C-2113-01-D39-018	A23		
C-2113-01-D39-018	A24		
C-2113-01-D39-018	B01		
C-2113-01-D39-018	B02		
C-2113-01-D39-018	B03	BRD-A93717345-001-06-5	4.999999999999999
C-2113-01-D39-018	B04	BRD-K88967996-001-05-5	4.999999999999999
C-2113-01-D39-018	B05	BRD-K15850481-001-06-1	4.999999999999999
C-2113-01-D39-018	B06	BRD-A54209612-001-05-8	4.999999999999999
C-2113-01-D39-018	B07	BRD-A51726689-001-05-2	4.999999999999999
C-2113-01-D39-018	B08	BRD-K29828100-001-05-4	4.999999999999999
C-2113-01-D39-018	B09	BRD-K07707853-001-05-5	4.999999999999999
C-2113-01-D39-018	B10	BRD-K88811374-001-07-3	4.999999999999999
C-2113-01-D39-018	B11	BRD-K78969898-001-04-5	4.999999999999999
C-2113-01-D39-018	B12	BRD-K59076967-001-06-3	4.999999999999999
C-2113-01-D39-018	B13	BRD-K00136517-001-06-0	4.999999999999999
C-2113-01-D39-018	B14	BRD-K69389213-001-06-0	4.999999999999999
C-2113-01-D39-018	B15	BRD-K37052916-001-07-1	4.999999999999999
C-2113-01-D39-018	B16	BRD-A71033472-003-17-1	4.999999999999999
C-2113-01-D39-018	B17	BRD-A46212887-001-05-1	4.999999999999999
C-2113-01-D39-018	B18	BRD-K76304753-003-11-2	4.999999999999999
C-2113-01-D39-018	B19	BRD-K59905302-001-05-9	4.999999999999999
C-2113-01-D39-018	B20	BRD-A94535886-001-05-7	4.999999999999999
C-2113-01-D39-018	B21	BRD-K42234439-001-06-8	4.999999999999999
C-2113-01-D39-018	B22	BRD-K58169646-001-05-8	4.999999999999999
C-2113-01-D39-018	B23		
C-2113-01-D39-018	B24		
C-2113-01-D39-018	C01		
C-2113-01-D39-018	C02		
C-2113-01-D39-018	C03	BRD-K34381341-001-06-4	4.999999999999999
C-2113-01-D39-018	C04	BRD-K58815521-001-05-6	4.999999999999999
C-2113-01-D39-018	C05	BRD-K67167793-001-05-2	4.999999999999999
C-2113-01-D39-018	C06	BRD-K94060958-001-05-7	4.999999999999999
C-2113-01-D39-018	C07	BRD-K05256982-001-05-9	4.999999999999999
C-2113-01-D39-018	C08	BRD-K16945760-001-05-2	4.999999999999999
C-2113-01-D39-018	C09	BRD-K15449428-001-05-0	4.999999999999999
C-2113-01-D39-018	C10	BRD-A96710964-001-05-9	4.999999999999999
C-2113-01-D39-018	C11	BRD-K27980004-001-05-2	4.999999999999999
C-2113-01-D39-018	C12	BRD-K40844683-004-06-3	4.999999999999999
C-2113-01-D39-018	C13	BRD-K39762892-001-05-5	4.999999999999999
C-2113-01-D39-018	C14	BRD-K14849833-001-05-1	4.999999999999999
C-2113-01-D39-018	C15	BRD-K44037623-001-05-1	4.999999999999999
C-2113-01-D39-018	C16	BRD-K39786722-001-03-5	4.999999999999999
C-2113-01-D39-018	C17	BRD-K95153924-001-05-0	4.999999999999999
C-2113-01-D39-018	C18	BRD-K46407589-001-05-6	4.999999999999999
C-2113-01-D39-018	C19	BRD-K42456840-001-05-2	4.999999999999999
C-2113-01-D39-018	C20	BRD-K45499578-001-05-7	4.999999999999999
C-2113-01-D39-018	C21	BRD-K67896714-001-05-2	4.999999999999999
C-2113-01-D39-018	C22	BRD-A62647958-001-05-1	4.999999999999999
C-2113-01-D39-018	C23		
C-2113-01-D39-018	C24		
C-2113-01-D39-018	D01		
C-2113-01-D39-018	D02		
C-2113-01-D39-018	D03	BRD-K87994814-001-05-0	4.999999999999999
C-2113-01-D39-018	D04	BRD-K68145968-004-05-0	4.999999999999999
C-2113-01-D39-018	D05	BRD-K49468966-001-05-8	4.999999999999999
