well_position	broad_sample	mmoles_per_liter	solvent
A01	BRD-K16310506-001-01-7	5.24044263443065	DMSO
A02	BRD-K72751432-001-01-2	5.0500764057062195	DMSO
A03	BRD-K62044515-001-01-4	4.99255700015346	DMSO
A04	BRD-K83077741-001-01-5	4.99056159713916	DMSO
A05	BRD-M72906282-001-01-1	5.0137247556586395	DMSO
A06	BRD-M59406954-001-01-6	4.99482253551292	DMSO
A07	BRD-K35083768-001-01-0	5.02861791018305	DMSO
A08	BRD-K85462489-001-01-3	4.9972676707194505	DMSO
A09	BRD-K69790925-001-01-9	4.99083547867411	DMSO
A10	BRD-K26511533-001-01-5	4.9858054676383	DMSO
A11	BRD-K48374441-001-01-3	4.9571090313915	DMSO
A12	BRD-K74832096-001-01-5	5.0346774143177	DMSO
A13			DMSO
A14			DMSO
A15	BRD-K72072919-001-01-5	5.04854923952466	DMSO
A16	BRD-K20790586-001-01-7	5.0889783262715	DMSO
A17	BRD-K54219003-001-01-1	4.99281196322187	DMSO
A18	BRD-K13870698-001-01-1	4.98642193952562	DMSO
A19	BRD-K34739003-001-01-3	4.98348521622642	DMSO
A20	BRD-K19938940-001-01-6	5.02205962419128	DMSO
A21	BRD-K86291677-001-01-7	5.01590315627835	DMSO
A22	BRD-K85790491-001-01-3	5.036210359498679	DMSO
A23	BRD-M94242351-001-01-1	5.02328956161589	DMSO
A24	BRD-M36167927-001-01-6	5.0129718639573895	DMSO
B01	BRD-K14217441-001-01-4	5.03541735835321	DMSO
B02	BRD-K10777286-001-01-9	5.01391518700917	DMSO
B03	BRD-K04058031-001-01-0	5.01988986041801	DMSO
B04	BRD-K04291521-001-01-4	5.04906871793472	DMSO
B05	BRD-K69344898-001-01-8	5.03925486569383	DMSO
B06	BRD-K25706980-001-01-0	4.61170907337266	DMSO
B07	BRD-K92439564-001-01-0	4.99753816364874	DMSO
B08	BRD-K76028541-001-01-9	5.08170821997371	DMSO
B09	BRD-K33258928-001-01-7	5.00195732447677	DMSO
B10	BRD-K17223851-001-01-2	5.03244667861944	DMSO
B11	BRD-M12187987-001-01-9	5.05847219473683	DMSO
B12	BRD-M44900776-001-01-2	5.00537939467435	DMSO
B13			DMSO
B14			DMSO
B15	BRD-K91892860-001-01-2	4.98332919149467	DMSO
B16	BRD-K09290524-001-01-8	4.96554497353444	DMSO
B17	BRD-K28027757-001-01-9	5.0595843398853795	DMSO
B18	BRD-K48138407-001-01-4	5.00051228422884	DMSO
B19	BRD-K64302818-001-01-8	5.0056718138862	DMSO
B20	BRD-K79968414-001-01-7	5.04692992616	DMSO
B21	BRD-K22695599-001-01-1	5.00741973159714	DMSO
B22	BRD-K31290914-001-01-8	5.02976109976409	DMSO
B23	BRD-K04687955-001-01-8	5.00722723971367	DMSO
B24	BRD-K07923524-001-01-6	5.06675693237189	DMSO
C01	BRD-K97103850-001-01-0	5.0244997256511	DMSO
C02	BRD-K46185480-001-01-7	5.04538986044671	DMSO
C03	BRD-K78121324-001-01-3	5.00580655633726	DMSO
C04	BRD-K39550135-001-01-0	5.0368634498058	DMSO
C05	BRD-K22177698-001-01-0	5.05015565548253	DMSO
C06	BRD-K28049955-001-01-3	5.033444274434999	DMSO
