Original_Plate_Map_Name	well_position	broad_sample	conc_mmol
H-CBLF-002-4	A01	BRD-K14087339-001-01-6	4.759275619619812
H-CBLF-002-4	A02	BRD-K53903148-001-01-7	4.924897309019388
H-CBLF-002-4	A03	BRD-K37357048-001-01-8	5.138266742181404
H-CBLF-002-4	A04	BRD-K25385069-001-01-7	4.9167199207514
H-CBLF-002-4	A05	BRD-K63140065-001-01-3	5.226743138499542
H-CBLF-002-4	A06	BRD-K00043782-001-01-7	4.792430133071752
H-CBLF-002-4	A07	BRD-K38663221-001-01-7	5.15593010953962
H-CBLF-002-4	A08	BRD-K23985677-001-01-0	5.116919551240204
H-CBLF-002-4	A09	BRD-K84475927-001-01-6	4.9983522007685535
H-CBLF-002-4	A10	BRD-K91849632-001-01-9	5.177813389870127
H-CBLF-002-4	A11	BRD-K08590382-001-01-3	4.939820067212872
H-CBLF-002-4	A12	BRD-K45745416-001-01-8	5.018964439056864
H-CBLF-002-4	A13		
H-CBLF-002-4	A14		
H-CBLF-002-4	A15	BRD-K52204603-001-01-9	5.017642765891069
H-CBLF-002-4	A16	BRD-K78122632-001-01-8	4.9402084079477
H-CBLF-002-4	A17	BRD-K21683946-001-01-8	5.084870767754993
H-CBLF-002-4	A18	BRD-K33454337-001-01-7	5.111016272180408
H-CBLF-002-4	A19	BRD-K05690403-001-01-9	4.903349796619175
H-CBLF-002-4	A20	BRD-K51662742-001-01-1	4.886692034322057
H-CBLF-002-4	A21	BRD-K59893964-001-01-5	5.257366477078764
H-CBLF-002-4	A22	BRD-K97805274-001-01-8	5.017542654346537
H-CBLF-002-4	A23	BRD-K54889769-001-01-5	5.01856184038403
H-CBLF-002-4	A24	BRD-K87311987-001-01-7	5.0055852568002885
H-CBLF-002-4	B01	BRD-K81323843-001-01-2	4.965702871847876
H-CBLF-002-4	B02	BRD-K70284803-001-01-7	5.079501574650258
H-CBLF-002-4	B03	BRD-K85197047-001-01-0	4.950270498201942
H-CBLF-002-4	B04	BRD-K08094365-001-01-7	4.878609473764029
H-CBLF-002-4	B05	BRD-K12570990-001-01-3	5.0047301521791
H-CBLF-002-4	B06	BRD-K75252623-001-01-7	4.938210140864769
H-CBLF-002-4	B07	BRD-K49111930-001-01-6	5.12941716854232
H-CBLF-002-4	B08	BRD-K39597586-001-01-5	5.130778719973092
H-CBLF-002-4	B09	BRD-K25420921-001-01-0	5.103302680912688
H-CBLF-002-4	B10	BRD-K69692345-001-01-9	5.178514331132468
H-CBLF-002-4	B11	BRD-K06421369-001-01-0	5.005784047618077
H-CBLF-002-4	B12	BRD-K67374281-001-01-2	5.014285876720263
H-CBLF-002-4	B13		
H-CBLF-002-4	B14		
H-CBLF-002-4	B15	BRD-K56757089-001-01-5	4.917619189491813
H-CBLF-002-4	B16	BRD-K17903303-001-01-3	5.022732263119493
H-CBLF-002-4	B17	BRD-K36553386-001-01-3	5.000360961034924
H-CBLF-002-4	B18	BRD-K09929560-001-01-6	5.10246784451113
H-CBLF-002-4	B19	BRD-K65778880-001-01-1	4.932169682660988
H-CBLF-002-4	B20	BRD-K19114437-001-01-4	4.704859452429638
H-CBLF-002-4	B21	BRD-K21209030-001-01-9	5.14334490507895
H-CBLF-002-4	B22	BRD-K13587575-001-01-9	5.137475187266562
H-CBLF-002-4	B23	BRD-K23603287-001-01-1	5.092341273553313
H-CBLF-002-4	B24	BRD-K38304289-001-01-7	5.310604286436641
H-CBLF-002-4	C01	BRD-K47612243-001-01-7	5.124622490295993
H-CBLF-002-4	C02	BRD-K72204100-001-01-3	4.941292317167328
H-CBLF-002-4	C03	BRD-K49921033-001-01-4	4.964073496344652
H-CBLF-002-4	C04	BRD-K44098776-001-01-7	5.171110749726013
H-CBLF-002-4	C05	BRD-K70756309-001-01-3	5.3831039684208415
H-CBLF-002-4	C06	BRD-K08246588-001-01-4	4.973868103826981
H-CBLF-002-4	C07	BRD-K53528245-001-01-4	4.689075322595316
H-CBLF-002-4	C08	BRD-K42902917-001-01-2	5.116270898401372
H-CBLF-002-4	C09	BRD-K32833573-001-01-6	5.060897536009127
H-CBLF-002-4	C10	BRD-K77381468-001-01-0	4.981375484301561
H-CBLF-002-4	C11		
H-CBLF-002-4	C12		
H-CBLF-002-4	C13	BRD-K45442578-001-01-6	4.866188286450516
H-CBLF-002-4	C14	BRD-K16229712-001-01-9	4.9728250914261505
H-CBLF-002-4	C15		
H-CBLF-002-4	C16		
H-CBLF-002-4	C17	BRD-K26779385-001-01-7	5.243413364610478
H-CBLF-002-4	C18	BRD-K20251969-001-01-7	5.026912040237407
H-CBLF-002-4	C19	BRD-K79967274-001-01-8	4.931469015004249
H-CBLF-002-4	C20	BRD-K99985506-001-01-6	4.895246185588099
