well_position	broad_sample	conc_mmol
A01		
A02		
A03	BRD-K80326605-001-05-5	5.0
A04	BRD-K99562210-001-05-1	5.0
A05	BRD-K09647230-001-05-5	5.0
A06	BRD-K94339600-001-05-7	5.0
A07	BRD-K43137661-001-05-3	5.0
A08	BRD-K09496781-003-05-6	5.0
A09	BRD-K18398566-001-07-4	5.0
A10	BRD-K50920343-001-05-8	5.0
A11	BRD-K97595393-001-06-0	5.0
A12	BRD-K43050344-001-05-3	5.0
A13	BRD-K27695682-001-05-5	5.0
A14	BRD-K38340366-001-10-8	5.0
A15	BRD-K81217287-001-06-8	5.0
A16	BRD-K35957358-003-06-6	5.0
A17	BRD-K73322901-001-05-4	5.0
A18	BRD-K52453518-001-06-5	5.0
A19	BRD-K73220266-001-05-9	5.0
A20	BRD-K31724839-001-08-3	5.0
A21	BRD-K94551863-001-08-3	5.0
A22	BRD-A14327743-001-07-5	5.0
A23		
A24		
B01		
B02		
B03	BRD-K31941078-001-05-9	5.0
B04	BRD-K06479861-001-06-0	5.0
B05	BRD-K73694358-001-06-2	5.0
B06	BRD-K19406336-001-05-7	5.0
B07	BRD-K99273316-003-05-4	5.0
B08	BRD-K88929251-001-05-5	5.0
B09	BRD-K08932351-001-04-8	5.0
B10	BRD-A78063780-001-11-5	5.0
B11	BRD-A35234044-001-05-8	5.0
B12	BRD-K23016966-003-05-1	5.0
B13	BRD-K16768849-001-05-3	5.0
B14	BRD-K10473290-001-07-6	5.0
B15	BRD-K78230922-001-06-7	5.0
B16	BRD-K25149583-001-05-5	5.0
B17	BRD-A03608603-001-06-2	5.0
B18	BRD-K98654959-001-05-2	5.0
B19	BRD-A01393306-001-06-3	5.0
B20	BRD-A64031152-001-06-8	5.0
B21	BRD-K86373565-001-05-9	5.0
B22	BRD-K59586807-001-06-5	5.0
B23		
B24		
C01		
C02		
C03	BRD-K87443636-001-05-4	5.0
C04	BRD-K41717398-001-06-2	5.0
C05	BRD-K85438123-001-06-4	5.0
C06	BRD-K67772763-001-05-5	5.0
C07	BRD-K61671995-001-05-5	5.0
C08	BRD-K17665739-001-06-1	5.0
C09	BRD-K94462582-001-05-9	5.0
C10	BRD-K48425246-001-06-9	5.0
C11	BRD-K09051701-001-05-0	5.0
