well_position	broad_sample	mmoles_per_liter	solvent
A01	BRD-K57494255-001-01-2	4.944112174242379	DMSO
A02	BRD-K63154426-001-01-8	4.9443255410454405	DMSO
A03	BRD-K90403149-001-01-2	4.95391823883372	DMSO
A04	BRD-K02828278-001-01-0	4.96302649975287	DMSO
A05	BRD-K20670914-001-01-4	5.04601450762188	DMSO
A06	BRD-K75738352-001-01-2	5.09858710164138	DMSO
A07	BRD-K90544118-001-01-0	5.09708852641792	DMSO
A08	BRD-K68653835-001-01-9	5.07316253039175	DMSO
A09	BRD-K88795207-001-01-4	5.10729436280268	DMSO
A10	BRD-K08803817-001-01-5	5.142999204409059	DMSO
A11	BRD-K35959379-001-01-2	5.1623759913916905	DMSO
A12	BRD-K17097147-001-01-4	4.76582102884651	DMSO
A13			DMSO
A14			DMSO
A15	BRD-K39489370-001-01-5	4.82924498956655	DMSO
A16	BRD-K72060858-001-01-3	4.92444189826454	DMSO
A17	BRD-K82112239-001-01-0	4.94715057476954	DMSO
A18	BRD-K62698674-001-01-4	5.325025738563361	DMSO
A19	BRD-K86027709-001-01-7	5.06107421972323	DMSO
A20	BRD-K98529522-001-01-3	4.99026195048158	DMSO
A21	BRD-K21996189-001-01-0	4.983905596042679	DMSO
A22	BRD-K27680690-001-01-6	4.97434348660159	DMSO
A23	BRD-K58242935-001-01-2	5.01587173918655	DMSO
A24	BRD-K06237859-001-01-7	5.02217692050529	DMSO
B01	BRD-K87569647-001-01-2	5.06180874089484	DMSO
B02	BRD-K58458479-001-01-6	5.056256765685769	DMSO
B03	BRD-K57304954-001-01-7	5.08267178621663	DMSO
B04	BRD-K88141157-001-02-9	4.98579209174884	DMSO
B05	BRD-K02251932-001-01-3	4.9865395473882	DMSO
B06	BRD-K74506886-001-01-9	4.98755354703274	DMSO
B07	BRD-K73600333-001-01-0	4.99048079816186	DMSO
B08	BRD-K16737653-001-01-2	4.99422974133031	DMSO
B09	BRD-K42312004-001-01-8	5.01326714422688	DMSO
B10	BRD-K86089999-001-02-4	5.02038944614989	DMSO
B11	BRD-K64902463-001-01-3	5.02610201901389	DMSO
B12	BRD-K01098976-001-01-6	4.872007388467179	DMSO
B13			DMSO
B14			DMSO
B15	BRD-K53401077-001-01-7	4.89546594321964	DMSO
B16	BRD-K54622858-001-01-2	4.96898702597786	DMSO
B17	BRD-K43341506-001-01-9	5.02356425937363	DMSO
B18	BRD-K67137502-001-01-6	5.04280591356493	DMSO
B19	BRD-K65320638-001-01-7	4.99500179492364	DMSO
B20	BRD-K96510191-001-01-5	5.00776073457633	DMSO
B21	BRD-K54420800-001-01-0	5.01619057522581	DMSO
B22	BRD-K99755021-001-01-9	5.02022124083688	DMSO
B23	BRD-K49005954-001-01-1	5.01928314261938	DMSO
B24	BRD-K11804865-001-01-9	5.03914717065383	DMSO
C01	BRD-K79450851-001-01-6	5.04216340638349	DMSO
C02	BRD-K68585948-001-01-7	5.04727529409206	DMSO
C03	BRD-K72494918-001-01-2	5.05075738789664	DMSO
C04	BRD-K60912230-001-01-8	5.049918456518821	DMSO
C05	BRD-K53549406-001-01-5	4.97496016260577	DMSO
C06	BRD-K48042736-001-01-0	4.98301198700742	DMSO
C07	BRD-K11425684-001-01-2	4.99315618533492	DMSO
C08	BRD-K13052191-001-01-8	5.144112820344991	DMSO
C09	BRD-K64047585-001-01-0	5.003028054174661	DMSO
C10	BRD-K24307790-001-01-8	5.023434018917411	DMSO
C11			DMSO
C12			DMSO
C13	BRD-K76426411-001-01-2	5.05367681145282	DMSO
C14	BRD-K88616914-001-01-6	5.05779920437737	DMSO
C15			DMSO
C16			DMSO
C17	BRD-K46176518-001-01-2	5.0586468613062	DMSO
C18	BRD-K76175734-001-01-5	5.06272344699833	DMSO
C19	BRD-K40809590-001-01-5	5.078155232768929	DMSO
C20	BRD-K51278788-001-01-1	4.97025649488069	DMSO
C21	BRD-K17675814-001-01-9	4.97936383872202	DMSO
C22	BRD-K57821544-001-01-7	4.99560825163502	DMSO
C23	BRD-K75293299-001-01-4	4.990630030123589	DMSO
C24	BRD-K05846874-001-01-7	5.00108468329149	DMSO
D01	BRD-K85218343-001-02-3	5.0052006927180805	DMSO
D02	BRD-K50378621-001-02-9	5.02369688790183	DMSO
D03	BRD-K58751650-001-02-3	5.01841544602659	DMSO
D04	BRD-K81482880-001-01-0	5.0473547488407	DMSO
D05	BRD-K24686166-001-02-9	5.0597133757242	DMSO
D06	BRD-K03382006-001-01-6	4.8645368478665905	DMSO
D07	BRD-K82754593-001-01-9	4.87083271713318	DMSO
D08	BRD-K58457304-001-01-9	4.876807286228599	DMSO
D09	BRD-K09826625-001-01-7	4.94965626097043	DMSO
D10	BRD-K92368853-001-01-1	5.0315732525713095	DMSO
D11			DMSO
D12			DMSO
D13	BRD-K05074020-001-01-9	5.05971353514973	DMSO
D14	BRD-K45503385-001-02-6	5.07344323038929	DMSO
D15			DMSO
D16			DMSO
D17	BRD-K45498945-001-01-4	5.0734330539116606	DMSO
D18	BRD-K41700289-001-01-1	5.06824976744642	DMSO
D19	BRD-K27109474-001-01-8	5.079831206997509	DMSO
D20	BRD-K28952606-001-01-1	5.09385819933504	DMSO
D21	BRD-K97410356-001-01-8	5.20774792715805	DMSO
D22	BRD-K79299080-001-01-0	5.084408064792901	DMSO
D23	BRD-K37872081-001-01-4	5.0262441562301	DMSO
D24	BRD-K32718856-001-02-5	5.085988158564501	DMSO
E01			DMSO
E02			DMSO
E03	BRD-K35345866-001-01-4	4.8849819467416395	DMSO
E04	BRD-K78819886-001-01-2	5.01681298936047	DMSO
E05	BRD-K36204097-001-01-3	5.022968973728269	DMSO
E06	BRD-K33405962-001-01-1	5.029882672510531	DMSO
E07	BRD-K22087209-001-01-3	5.03012270354429	DMSO
E08	BRD-K49946792-001-01-2	5.03694408738533	DMSO
E09			DMSO
E10			DMSO
E11	BRD-K79053598-001-01-6	5.03774223272972	DMSO
E12	BRD-K59015528-001-01-4	5.039722062180799	DMSO
E13	BRD-K02793474-001-01-8	5.04410165184974	DMSO
E14	BRD-K22093396-001-01-4	5.04268340008778	DMSO
E15	BRD-K27616520-001-01-6	5.054041467714129	DMSO
E16	BRD-K60937893-001-01-3	4.99558984196003	DMSO
E17			DMSO
E18			DMSO
E19	BRD-K27584103-001-01-1	4.99025428188898	DMSO
E20	BRD-K61796560-001-01-4	4.98860616568587	DMSO
E21	BRD-K12089436-001-01-6	5.01028569148355	DMSO
E22	BRD-K07486034-001-01-7	5.0195961127872195	DMSO
E23	BRD-K56884305-001-01-5	5.02002719225393	DMSO
E24	BRD-K71472853-001-01-6	5.049642655651759	DMSO
F01			DMSO
F02			DMSO
F03	BRD-K94223846-001-01-6	5.04251331629538	DMSO
F04	BRD-K65963096-001-01-9	5.00522888183221	DMSO
F05	BRD-K55782399-001-01-9	5.01680435500156	DMSO
F06	BRD-K76586223-001-01-1	5.01812886137014	DMSO
F07	BRD-K78785607-001-01-3	5.018128241363611	DMSO
F08	BRD-K22764346-001-01-1	5.03249520961966	DMSO
F09			DMSO
F10			DMSO
F11	BRD-K06168695-001-02-0	5.04105439726201	DMSO
F12	BRD-K98739117-001-01-9	5.04539934662759	DMSO
F13	BRD-K49635910-001-01-8	5.04665980296464	DMSO
F14	BRD-K58432332-001-02-6	4.99276030660743	DMSO
F15	BRD-K00793226-001-01-1	5.00745399318503	DMSO
F16	BRD-K44722555-001-01-9	5.013457939400849	DMSO
F17			DMSO
F18			DMSO
F19	BRD-K80381603-001-01-1	5.013096992643269	DMSO
F20	BRD-K02471501-001-01-8	5.01221552400591	DMSO
F21	BRD-K29039402-001-01-2	5.010635949966151	DMSO
F22	BRD-K61278167-001-01-0	5.01756358611445	DMSO
F23	BRD-K35945596-001-01-8	5.02814712945011	DMSO
F24	BRD-K52047843-001-01-2	5.0339108135294905	DMSO
G01	BRD-K98815321-001-02-7	5.03221816281236	DMSO
G02	BRD-K02784824-001-02-2	4.9468585338261395	DMSO
G03			DMSO
G04			DMSO
G05	BRD-K42349777-001-01-5	4.95258739570661	DMSO
G06	BRD-K64023176-001-01-6	5.00473831665694	DMSO
G07	BRD-K84807411-001-01-3	5.04017709604311	DMSO
G08	BRD-K71632520-001-02-6	5.0468994864746906	DMSO
G09	BRD-K99000561-001-01-6	5.027676114098339	DMSO
G10	BRD-K85246097-001-01-4	5.06197041776487	DMSO
G11	BRD-K31998691-001-01-5	5.06926442190927	DMSO
G12	BRD-K48339818-001-01-1	4.96066124832362	DMSO
G13	BRD-K75413392-001-01-4	4.9607241795539005	DMSO
G14	BRD-K73706189-001-01-0	4.98512968694495	DMSO
G15	BRD-K28057105-001-01-5	4.9806122482209005	DMSO
G16	BRD-K62541003-001-01-8	4.99513997374446	DMSO
G17	BRD-K76788397-001-01-3	5.0006329379179695	DMSO
G18	BRD-K79199168-001-01-7	5.00629045406059	DMSO
G19			DMSO
G20			DMSO
G21	BRD-K02747732-001-01-2	5.00826902076609	DMSO
G22	BRD-K99250186-001-01-2	4.96060180865786	DMSO
G23	BRD-K33597325-001-01-7	4.96674703178071	DMSO
G24	BRD-K61441533-001-01-1	4.981468346022369	DMSO
H01	BRD-K74600921-001-01-7	5.01520324120319	DMSO
H02	BRD-K21132903-001-01-7	5.002168984437611	DMSO
H03			DMSO
H04			DMSO
H05	BRD-K15261426-001-01-0	5.009869488408531	DMSO
H06	BRD-K46649423-001-01-2	5.00855952645107	DMSO
H07	BRD-K81272371-001-01-1	5.007652891995759	DMSO
H08	BRD-K73319773-001-01-4	5.01929559406691	DMSO
H09	BRD-K79625345-001-01-7	5.0219465487739505	DMSO
H10	BRD-K26695332-001-01-9	5.02679855996186	DMSO
H11	BRD-K28665420-001-01-3	5.02594381393146	DMSO
H12	BRD-K21196372-001-01-4	5.05734613853475	DMSO
H13	BRD-K94191869-001-01-7	5.05602101683868	DMSO
H14	BRD-K07152092-001-01-4	5.052907395320889	DMSO
H15	BRD-K07667635-001-01-5	5.076976358119589	DMSO
H16	BRD-K05154886-001-01-2	5.08502871236071	DMSO
H17	BRD-K67998155-001-01-1	5.07939184157909	DMSO
H18	BRD-K26758344-001-01-1	4.75546423393071	DMSO
H19			DMSO
H20			DMSO
H21	BRD-K78432272-001-01-6	5.05935852167066	DMSO
H22	BRD-K30019337-001-01-1	5.18115473474922	DMSO
H23	BRD-K37285826-001-01-9	5.2047024871883	DMSO
H24	BRD-K97617600-001-01-2	5.25082962832957	DMSO
I01	BRD-K80298065-001-01-8	5.2143546304298605	DMSO
I02	BRD-K15105186-001-01-9	4.88830096219053	DMSO
I03	BRD-K34416015-001-01-4	4.93809259854524	DMSO
I04	BRD-K65768622-001-01-5	4.949780588666839	DMSO
I05			DMSO
I06			DMSO
I07	BRD-K61457932-001-01-4	4.9614587100539405	DMSO
I08	BRD-K18902375-001-01-7	4.96203870928669	DMSO
I09	BRD-K12048660-001-01-9	4.983922888788809	DMSO
I10	BRD-K87432281-001-01-4	5.0109415356437	DMSO
I11	BRD-K25512608-001-01-4	5.03927750256745	DMSO
I12	BRD-K69278677-001-01-5	5.0298920425070595	DMSO
I13	BRD-K89532826-001-01-1	5.066215793893191	DMSO
I14	BRD-K67399222-001-01-1	5.0932972995906205	DMSO
I15	BRD-K25305749-001-01-3	4.9087240337983005	DMSO
I16	BRD-K17176016-001-01-4	4.944891167624969	DMSO
I17	BRD-K20203758-001-01-3	4.96588780160636	DMSO
I18	BRD-K61943321-001-01-2	4.9902186690134105	DMSO
I19	BRD-K07361992-001-01-2	5.02341877871459	DMSO
I20	BRD-K41241300-001-01-1	5.04514943679351	DMSO
I21			DMSO
I22			DMSO
I23	BRD-K23703519-001-01-9	5.09077741389189	DMSO
I24	BRD-K22875065-001-01-4	5.09095292839664	DMSO
J01	BRD-K54148510-001-01-8	5.13446572063454	DMSO
J02	BRD-K18803930-001-01-5	4.902702297680481	DMSO
J03	BRD-K50334155-001-01-8	4.89295014877682	DMSO
J04	BRD-K82512117-001-01-8	5.06674300318928	DMSO
J05			DMSO
J06			DMSO
J07	BRD-K31896779-001-01-6	5.11299664005184	DMSO
J08	BRD-K14693153-001-01-4	5.09663186385173	DMSO
J09	BRD-K34079336-001-01-2	5.18544672519739	DMSO
