well_position	broad_sample	mmoles_per_liter	solvent
A01	BRD-K86577310-001-02-0	5.017346181890179	DMSO
A02	BRD-K37975228-001-02-7	5.014114198051111	DMSO
A03	BRD-K73695595-001-02-1	5.01866036058561	DMSO
A04	BRD-K06576075-001-02-4	5.0084412186219405	DMSO
A05	BRD-K87779720-001-02-5	5.01494828810037	DMSO
A06	BRD-K82919339-001-02-5	5.00262340406153	DMSO
A07	BRD-K07029108-001-02-4	5.01855113740585	DMSO
A08	BRD-K64299311-001-02-6	5.02468746151295	DMSO
A09	BRD-K49050984-001-02-9	5.01189764143786	DMSO
A10	BRD-K32418104-001-02-2	5.0080444356596505	DMSO
A11	BRD-K79688948-001-02-4	5.00258036232084	DMSO
A12	BRD-K68530167-001-02-5	5.01885031212842	DMSO
A13			DMSO
A14			DMSO
A15	BRD-K22062326-001-02-2	5.0199559931085	DMSO
A16	BRD-K58208155-001-02-4	5.00225259305457	DMSO
A17	BRD-K10698156-001-01-4	5.021254965501821	DMSO
A18	BRD-K56415410-001-01-0	5.0586568831177	DMSO
A19	BRD-K13782363-001-01-2	4.887753232282741	DMSO
A20	BRD-K86039224-001-01-8	4.96074029276413	DMSO
A21	BRD-K16257584-001-01-5	4.913260974267571	DMSO
A22	BRD-K77663497-001-01-6	5.06349100599379	DMSO
A23	BRD-K62892366-001-01-6	5.01859855871258	DMSO
A24	BRD-K31462164-001-01-0	4.962166125323121	DMSO
B01	BRD-K18861574-001-01-4	4.97196623220427	DMSO
B02	BRD-K51051798-001-01-0	4.999272114661389	DMSO
B03	BRD-K69435400-001-01-5	4.67507286190329	DMSO
B04	BRD-K78347804-001-01-3	5.06393781266321	DMSO
B05	BRD-K52989901-001-01-4	5.067915802384861	DMSO
B06	BRD-K81949875-001-01-5	4.9950205215992405	DMSO
B07	BRD-K46195730-001-01-4	5.0310908655219295	DMSO
B08	BRD-K18296708-001-01-2	4.993095706665559	DMSO
B09	BRD-K20951097-001-01-7	4.91376519508678	DMSO
B10	BRD-K50133846-001-01-9	4.9785941447046795	DMSO
B11	BRD-K38574421-001-01-4	5.09223842498143	DMSO
B12	BRD-K77713205-001-01-2	4.93703231914019	DMSO
B13			DMSO
B14			DMSO
B15	BRD-K08300592-001-01-3	4.96780953353412	DMSO
B16	BRD-K39584933-001-01-3	4.9543791086341695	DMSO
B17	BRD-K91297952-001-01-3	5.1864107718299	DMSO
B18	BRD-K27008344-001-01-0	5.013313071291111	DMSO
B19	BRD-K10288935-001-01-2	5.0244882386197	DMSO
B20	BRD-K43911180-001-01-2	5.00615750962819	DMSO
B21	BRD-K15968719-001-01-6	5.08233240688103	DMSO
B22	BRD-K00542622-001-01-2	5.0678187731156905	DMSO
