well_position	broad_sample	mmoles_per_liter	solvent
A01	BRD-K69852979-001-01-2	5.12537913531004	DMSO
A02	BRD-K97654772-001-01-7	5.01223671485938	DMSO
A03	BRD-K97839095-001-01-4	5.088260503861309	DMSO
A04	BRD-K94014790-001-01-5	5.018716260033349	DMSO
A05	BRD-K92949288-001-01-3	5.35993459168023	DMSO
A06	BRD-K09732051-001-01-0	5.16102794285466	DMSO
A07	BRD-K74500173-001-01-4	5.0097102389270995	DMSO
A08	BRD-K70941721-001-01-1	4.9205804623348	DMSO
A09	BRD-K15803157-001-01-4	5.02866901687071	DMSO
A10	BRD-K13352537-001-01-5	5.116287631102059	DMSO
A11	BRD-K72709319-001-01-8	4.98835919806401	DMSO
A12	BRD-K19100834-001-01-2	5.02488014071822	DMSO
A13			DMSO
A14			DMSO
A15	BRD-K97485863-001-01-6	5.02996694891906	DMSO
A16	BRD-K54862370-001-01-3	5.08218184325103	DMSO
A17	BRD-K92759025-001-01-4	4.98386957541011	DMSO
A18	BRD-K60834597-001-01-1	5.0076191359976505	DMSO
A19	BRD-K45380779-001-01-5	4.8962762930302	DMSO
A20	BRD-K36627718-001-01-4	5.10310487133228	DMSO
A21	BRD-K61560971-001-01-7	5.00512606443511	DMSO
A22	BRD-K16852474-001-01-6	5.13314075690843	DMSO
A23	BRD-K99522349-001-01-8	4.960202580535981	DMSO
A24	BRD-K82823857-001-01-3	5.069622706026	DMSO
B01	BRD-K82628290-001-01-1	5.01308969717212	DMSO
B02	BRD-K59124258-001-01-0	4.885743160573719	DMSO
B03	BRD-K78249980-001-01-7	5.0087325812735095	DMSO
B04	BRD-K49577636-001-01-5	5.04220619947347	DMSO
B05	BRD-K41305193-001-01-4	5.09097696977864	DMSO
B06	BRD-K67022703-001-01-7	5.02484775991939	DMSO
B07	BRD-K05474024-001-01-7	5.05088517472453	DMSO
B08	BRD-K01367715-001-01-1	5.0040122369254005	DMSO
B09	BRD-K75730049-001-01-8	5.12358466811458	DMSO
B10	BRD-K45959036-001-01-5	5.00462936408233	DMSO
B11	BRD-K14268329-001-01-4	4.840593210820111	DMSO
B12	BRD-K69175109-001-01-1	5.383644155779639	DMSO
B13			DMSO
B14			DMSO
B15	BRD-K52285987-001-01-4	4.77295336528155	DMSO
B16	BRD-K40760168-001-01-2	4.9580360954022	DMSO
B17	BRD-K99482176-001-01-3	5.02603492349721	DMSO
B18	BRD-K13968264-001-01-7	5.232951264053759	DMSO
B19	BRD-K62795540-001-01-0	5.08408375258979	DMSO
B20	BRD-K70158474-001-01-1	5.04182321018832	DMSO
B21	BRD-K15157905-001-01-0	4.95366987308401	DMSO
B22	BRD-K75207324-001-01-3	5.120016026402389	DMSO
B23	BRD-K52859120-001-01-4	5.00522951652514	DMSO
B24	BRD-K16330310-001-01-1	5.1131959709211	DMSO
C01	BRD-K30821056-001-01-9	5.08784450435034	DMSO
C02	BRD-K50114736-001-01-2	5.149124966416849	DMSO
C03	BRD-K37722313-001-01-1	4.89342098938799	DMSO
C04	BRD-K93800933-001-01-6	5.0398499766363605	DMSO
C05	BRD-K90801819-001-01-6	4.86714510334394	DMSO
C06	BRD-K42506600-001-01-3	4.93166380449072	DMSO
C07	BRD-K65152352-001-01-8	4.87703065498044	DMSO
C08	BRD-K28139946-001-01-4	5.31280085074059	DMSO
C09	BRD-K08075712-001-01-6	5.03697449708499	DMSO
C10	BRD-K39613696-001-01-7	4.88094725127062	DMSO
C11			DMSO
C12			DMSO
C13	BRD-K65392908-001-01-9	5.03481495821455	DMSO
C14	BRD-K49409924-001-01-2	5.006358054911059	DMSO
C15			DMSO
C16			DMSO
C17	BRD-K87433679-001-01-2	5.34348208391211	DMSO
C18	BRD-K54386075-001-01-1	4.96024579206475	DMSO
