well_position	broad_sample	conc_mmol
A01	BRD-K78071721-001-01-9	5.0480262331278265
A02	BRD-K69196951-001-01-6	4.9999082555265035
A03	BRD-K22748970-001-01-7	5.066556452502241
A04	BRD-K61795707-001-01-0	4.954485982106376
A05	BRD-K17659275-001-01-5	5.063738370038189
A06	BRD-K63107801-001-01-1	5.029270193912512
A07	BRD-K59182232-001-01-9	4.994351629700792
A08	BRD-K51568355-001-01-8	5.081824064027648
A09	BRD-K92011556-001-01-7	4.960944130672976
A10	BRD-K45307863-001-01-5	4.992892776249579
A11	BRD-K33098168-001-01-6	4.977250667396198
A12	BRD-K97359891-001-01-9	4.973151818754997
A13		
A14		
A15	BRD-K55044152-001-01-1	4.992946045886249
A16	BRD-K58028568-001-01-9	5.046755631249889
A17	BRD-K87053028-001-01-6	5.020259815556673
A18	BRD-K89402302-001-01-0	4.941418835610423
A19	BRD-K82432417-001-01-6	4.992048324325384
A20	BRD-K40923781-001-01-3	5.055300752000709
A21	BRD-K42575648-001-01-2	5.013814635506479
A22	BRD-K55459289-001-01-7	5.16460024936546
A23	BRD-K13211285-001-01-7	5.029619138525482
A24	BRD-K88806312-001-01-1	5.017509918766272
B01	BRD-K02427665-001-01-2	5.039760831530147
B02	BRD-K63632606-001-01-5	4.979415379816787
B03	BRD-K61414850-001-01-3	5.007456939398231
B04	BRD-K16943897-001-01-2	5.055435363152181
B05	BRD-K49040541-001-01-8	5.1051037218852295
B06	BRD-K45717258-001-01-8	5.041694980482879
B07	BRD-K86371068-001-01-4	5.036880187479105
B08	BRD-K49864183-001-01-4	5.051596407342999
B09	BRD-K68118416-001-01-0	5.012546082748292
B10	BRD-K20264945-001-01-9	4.983555715311289
B11	BRD-K94647035-001-01-7	5.041458652995154
B12	BRD-K34595193-001-01-9	5.01653194045232
B13		
B14		
B15	BRD-K00048792-001-01-4	5.028320779190921
B16	BRD-K24343201-001-01-6	4.979875925262964
B17	BRD-K29441085-001-01-4	5.033607239405301
B18	BRD-K92457070-001-01-9	5.004706261383294
B19	BRD-K51272331-001-01-6	5.018940198996305
B20	BRD-K60454848-001-01-5	5.052619985012649
B21	BRD-K79072801-001-01-9	5.040776659269641
B22	BRD-K35588268-001-01-3	5.023671432716157
B23	BRD-K23361743-001-01-4	5.109341669532746
B24	BRD-K81931105-001-01-5	5.018760566857508
C01	BRD-K93210276-001-01-3	5.015198975868026
C02	BRD-K02395808-001-01-9	5.024178727451249
C03	BRD-K42987166-001-01-1	4.981824400062493
C04	BRD-K73994499-001-01-7	5.042182263715871
C05	BRD-K23782109-001-01-9	5.016807557900488
C06	BRD-K01639528-001-01-0	5.039864763488057
C07	BRD-K11700411-001-01-8	4.995834453969124
C08	BRD-K61144709-001-01-9	4.876399021049523
C09	BRD-K98757606-001-01-9	5.00488715104174
C10	BRD-K93032100-001-01-3	4.998664518840485
C11		
C12		
C13	BRD-K47966145-001-01-6	5.053091439080557
C14	BRD-K93023309-001-01-1	5.0193487270979515
C15		
C16		
C17	BRD-K84457681-001-01-0	5.023596750426247
C18	BRD-K61924932-001-01-3	5.027783268469097
C19	BRD-K43387144-001-01-0	5.0068967655664816
C20	BRD-K76008396-001-01-7	5.035466701152249
C21	BRD-K58277621-001-01-7	5.028308386039639
C22	BRD-K31554491-001-01-8	5.013184959784504
C23	BRD-K31889353-001-01-5	5.027200579237724
C24	BRD-K94132559-001-01-6	5.022916792043934
D01	BRD-K37015376-001-01-4	5.025073926230189
D02	BRD-K47707657-001-01-4	4.68974607418196
D03	BRD-K53720386-001-01-6	5.0230259318282835
D04	BRD-K85235446-001-01-5	5.022549879097686
D05	BRD-K07351191-001-01-2	5.011525344555325
D06	BRD-K67120755-001-01-6	5.050938027392915
D07	BRD-K36074653-001-01-6	5.011548054845997
D08	BRD-K32037893-001-01-7	5.010490245504933
D09	BRD-K40565784-001-01-9	5.018861605972872
D10	BRD-K27864398-001-01-1	5.055729399240433
D11		
D12		
D13	BRD-K45522895-001-01-1	5.009972201382697
D14	BRD-K47794327-001-01-2	5.062577637622278
D15		
D16		
D17	BRD-K67194214-001-01-6	5.008481291165657
D18	BRD-K99847716-001-01-4	5.020043508548134
D19	BRD-K91620436-001-01-2	5.007730536771951
D20	BRD-K22377875-001-01-1	5.0323810642620925
D21	BRD-K81932943-001-01-9	5.346188300181506
D22	BRD-K02060635-001-01-8	4.993006857913966
D23	BRD-K23670243-001-01-3	5.05980799075934
D24	BRD-K59095205-001-01-6	4.961105879774044
E01		
E02		
E03	BRD-K04546974-001-01-3	4.999665695069914
E04	BRD-K73579545-001-01-0	5.048105764196229
E05	BRD-K96547094-001-01-5	5.049301561856335
E06	BRD-K80198069-001-01-6	5.034832629438985
E07	BRD-K92291448-001-01-7	5.032755429669557
