Original_Plate_Map_Name	well_position	broad_sample	conc_mmol
H-CBLP-002-4	A01	BRD-K73228437-001-01-5	5.027750267701273
H-CBLP-002-4	A02	BRD-K82779934-001-01-4	4.996838394130901
H-CBLP-002-4	A03	BRD-K27433204-001-01-9	4.96153135050962
H-CBLP-002-4	A04	BRD-K08477148-001-01-8	5.0129793336840995
H-CBLP-002-4	A05	BRD-K17427497-001-01-9	4.997220285436939
H-CBLP-002-4	A06	BRD-M58692868-001-01-7	4.981577751101282
H-CBLP-002-4	A07	BRD-M22422412-001-01-3	4.994050369338117
H-CBLP-002-4	A08	BRD-K08171986-001-01-2	4.684532357815979
H-CBLP-002-4	A09	BRD-K23051555-001-01-8	5.172478165872297
H-CBLP-002-4	A10	BRD-K80201761-001-01-9	5.016758606145556
H-CBLP-002-4	A11	BRD-K24680618-001-01-8	5.007466763990025
H-CBLP-002-4	A12	BRD-K49620695-001-01-1	5.017108919652248
H-CBLP-002-4	A13		
H-CBLP-002-4	A14		
H-CBLP-002-4	A15	BRD-K01520647-001-01-8	5.027502567984425
H-CBLP-002-4	A16	BRD-K92399508-001-01-5	5.01849020829713
H-CBLP-002-4	A17	BRD-K32503834-001-01-0	5.0520698853973585
H-CBLP-002-4	A18	BRD-K82494420-001-01-1	4.96478330847008
H-CBLP-002-4	A19	BRD-K84673192-001-01-4	5.028178406742721
H-CBLP-002-4	A20	BRD-K89960068-001-01-1	5.019598906340282
H-CBLP-002-4	A21	BRD-K77318689-001-01-5	4.964572743530669
H-CBLP-002-4	A22	BRD-K86578973-001-01-8	5.004837885160739
H-CBLP-002-4	A23	BRD-K89507938-001-01-8	4.995095691347838
H-CBLP-002-4	A24	BRD-K45466167-001-01-2	4.962561339343164
H-CBLP-002-4	B01	BRD-K46811158-001-01-9	4.996755063299502
H-CBLP-002-4	B02	BRD-K94081674-001-01-5	5.0065178879990695
H-CBLP-002-4	B03	BRD-K85656047-001-01-5	5.039437177015928
H-CBLP-002-4	B04	BRD-K83183082-001-01-8	5.029057065402177
H-CBLP-002-4	B05	BRD-K51147043-001-01-9	4.996421474994406
H-CBLP-002-4	B06	BRD-K25736729-001-01-3	5.013323887524581
H-CBLP-002-4	B07	BRD-K59352217-001-01-7	4.99251728621079
H-CBLP-002-4	B08	BRD-K22863062-001-01-3	5.0227647972019565
H-CBLP-002-4	B09	BRD-K85568664-001-01-4	5.034256643038421
H-CBLP-002-4	B10	BRD-K85072179-001-01-5	5.021822416064669
H-CBLP-002-4	B11	BRD-M20534100-001-01-4	5.031063879988559
H-CBLP-002-4	B12	BRD-M51208417-001-01-5	5.041072982633523
H-CBLP-002-4	B13		
H-CBLP-002-4	B14		
H-CBLP-002-4	B15	BRD-K34007913-001-01-4	4.998260886418937
H-CBLP-002-4	B16	BRD-K86684694-001-01-2	5.010725996631872
H-CBLP-002-4	B17	BRD-K13417398-001-01-4	5.037596204907992
H-CBLP-002-4	B18	BRD-K52379384-001-01-4	4.991943708389576
H-CBLP-002-4	B19	BRD-K84307821-001-01-8	5.013709457854831
H-CBLP-002-4	B20	BRD-K82332258-001-01-0	4.988312032418363
H-CBLP-002-4	B21	BRD-K76991985-001-01-1	4.95798259722417
H-CBLP-002-4	B22	BRD-K24522647-001-01-7	5.06045046256146
H-CBLP-002-4	B23	BRD-K82150563-001-01-6	5.054364030630213
H-CBLP-002-4	B24	BRD-K74530260-001-01-5	5.025411782414737
H-CBLP-002-4	C01	BRD-K42365464-001-01-9	4.9971847463081405
H-CBLP-002-4	C02	BRD-K56325098-001-01-0	5.015004581204674
H-CBLP-002-4	C03	BRD-K74732057-001-01-4	4.96726656853119
H-CBLP-002-4	C04	BRD-K15420741-001-01-0	5.0017555235376685
H-CBLP-002-4	C05	BRD-M31871110-001-01-5	4.975692313550048
H-CBLP-002-4	C06	BRD-M69929484-001-01-4	4.996390688174321
H-CBLP-002-4	C07	BRD-K07591847-001-01-1	5.000245968649706
H-CBLP-002-4	C08	BRD-K05649470-001-01-3	5.0119429467272285
H-CBLP-002-4	C09	BRD-K46118045-001-01-6	5.009859739001887
H-CBLP-002-4	C10	BRD-K96779965-001-01-0	5.044004210323612
H-CBLP-002-4	C11		
H-CBLP-002-4	C12		
H-CBLP-002-4	C13	BRD-K49383373-001-01-5	5.034346897168306
H-CBLP-002-4	C14	BRD-K41215666-001-01-3	5.018908171652741
H-CBLP-002-4	C15		
H-CBLP-002-4	C16		
H-CBLP-002-4	C17	BRD-K46017924-001-01-6	5.0449477029137
H-CBLP-002-4	C18	BRD-K19593593-001-01-9	4.969260881839906
H-CBLP-002-4	C19	BRD-K27237215-001-01-1	5.008329210910468
H-CBLP-002-4	C20	BRD-K41767152-001-01-4	5.0123327814591265
H-CBLP-002-4	C21	BRD-K22846014-001-01-7	5.046807576525007
H-CBLP-002-4	C22	BRD-K40425733-001-01-8	4.998954413931646
H-CBLP-002-4	C23	BRD-K47663354-001-01-5	5.050918178066335
H-CBLP-002-4	C24	BRD-K20954269-001-01-3	5.0013082086477665
H-CBLP-002-4	D01	BRD-K93680063-001-01-4	5.004801997558659
H-CBLP-002-4	D02	BRD-K75990896-001-01-2	4.978409673513105
H-CBLP-002-4	D03	BRD-M92802283-001-01-7	5.0235166169204835
H-CBLP-002-4	D04	BRD-M40773246-001-01-9	5.047299362249314
H-CBLP-002-4	D05	BRD-K14336497-001-01-5	5.0742760870531995
H-CBLP-002-4	D06	BRD-K75882457-001-01-2	4.967176015605607
H-CBLP-002-4	D07	BRD-M73564418-001-01-4	5.031007983110511
H-CBLP-002-4	D08	BRD-M95331451-001-01-0	4.963266202047885
H-CBLP-002-4	D09	BRD-M69191681-001-01-2	4.992322687204014
H-CBLP-002-4	D10	BRD-M18345234-001-01-8	5.035985792860935
H-CBLP-002-4	D11		
H-CBLP-002-4	D12		
H-CBLP-002-4	D13	BRD-K28149578-001-01-8	5.014874954525901
H-CBLP-002-4	D14	BRD-K99786514-001-01-8	5.0305091877686845
H-CBLP-002-4	D15		
H-CBLP-002-4	D16		
H-CBLP-002-4	D17	BRD-K43407975-001-01-0	5.016524068987388
