well_position	broad_sample	mmoles_per_liter	solvent
A01	BRD-K80632398-001-01-6	5.16252435738985	DMSO
A02	BRD-K85236776-001-01-3	5.06260453111779	DMSO
A03	BRD-K35716266-001-01-2	5.26244418366191	DMSO
A04	BRD-K77905217-001-01-0	5.0007743610246305	DMSO
A05	BRD-K77804886-001-01-5	4.93933853523151	DMSO
A06	BRD-K70802145-001-01-3	5.0	DMSO
A07	BRD-K80563095-001-01-9	4.824820097685969	DMSO
A08	BRD-K09645804-001-02-2	5.00461785928258	DMSO
A09	BRD-K15707609-001-01-1	4.9341291421329005	DMSO
A10	BRD-K64694541-001-01-2	4.92699745967537	DMSO
A11	BRD-K11424789-001-01-9	5.07626523204241	DMSO
A12	BRD-K48809858-001-01-4	5.0083483956154105	DMSO
A13			DMSO
A14			DMSO
A15	BRD-K53283097-001-01-5	4.892665872030941	DMSO
A16	BRD-K28987821-001-01-6	4.99733936237646	DMSO
A17	BRD-K39014692-001-01-2	4.93664596648194	DMSO
A18	BRD-K47002284-001-01-1	4.97559241223486	DMSO
A19	BRD-K68200852-001-01-7	5.02858433696709	DMSO
A20	BRD-K95611306-001-01-4	5.013276622090469	DMSO
A21	BRD-K76379937-001-01-8	5.0898151964735305	DMSO
A22	BRD-K82494270-001-01-2	4.98169945108846	DMSO
A23	BRD-K19390271-001-01-9	4.906122617954191	DMSO
A24	BRD-K07660364-001-01-7	4.913175387112	DMSO
B01	BRD-K50307707-001-01-7	5.1125363334762595	DMSO
B02	BRD-K90883684-001-01-6	5.0040016180023805	DMSO
B03	BRD-K26968526-001-01-6	4.98475869592484	DMSO
B04	BRD-K32380923-001-01-5	4.92209893090983	DMSO
B05	BRD-K05984448-001-01-3	5.03585676996654	DMSO
B06	BRD-K01922500-001-01-2	4.93156162597782	DMSO
B07	BRD-K63860984-001-01-4	5.073840556559441	DMSO
B08	BRD-K36623409-001-01-7	4.86392804816262	DMSO
B09	BRD-K00596708-001-02-3	5.0113336397035	DMSO
B10	BRD-K01221769-001-02-3	5.0	DMSO
B11	BRD-K79004751-001-01-2	5.01507229131685	DMSO
B12	BRD-K81699431-001-01-3	5.0015813475173205	DMSO
B13			DMSO
B14			DMSO
B15	BRD-K91535031-001-01-1	4.8915920581671	DMSO
B16	BRD-K88560304-001-01-4	5.05355988363386	DMSO
B17	BRD-K17289060-001-01-0	4.987943714465571	DMSO
B18	BRD-K20272026-001-01-4	4.91529762439927	DMSO
B19	BRD-K37933621-001-01-1	5.02125776497468	DMSO
B20	BRD-K17666351-001-02-5	5.00658074185991	DMSO
B21	BRD-K31610599-001-01-9	5.05310613454698	DMSO
B22	BRD-K39143839-001-01-3	5.003084468152861	DMSO
B23	BRD-K70077013-001-01-1	5.02116569435404	DMSO
B24	BRD-K07686903-001-01-0	5.02116569435404	DMSO
C01	BRD-K40121369-001-01-4	5.00106524492227	DMSO
C02	BRD-K11857988-001-01-9	5.00106524492227	DMSO
C03	BRD-K23664396-001-01-1	5.0064997392292	DMSO
C04	BRD-K20121961-001-01-0	4.95704109942878	DMSO
C05	BRD-K96003120-001-01-7	4.98243434115225	DMSO
C06	BRD-K15955205-001-01-4	4.972618795856651	DMSO
C07	BRD-K81662460-001-01-5	4.9794965535272695	DMSO
C08	BRD-K51812182-001-01-9	4.96403535428372	DMSO
C09	BRD-K62265198-001-01-9	5.03988326587529	DMSO
C10	BRD-K51703152-001-01-6	5.082293783401731	DMSO
C11			DMSO
C12			DMSO
C13	BRD-K46661156-001-01-0	5.1616827076553395	DMSO
C14	BRD-K51471107-001-01-6	5.00983946765536	DMSO
C15			DMSO
C16			DMSO
C17	BRD-K74582039-001-01-6	4.68790506782224	DMSO
C18	BRD-K19995377-001-01-8	5.02983537762284	DMSO
C19	BRD-K45319476-001-01-9	5.05987038642174	DMSO
C20	BRD-K88281008-001-01-6	4.98383966112415	DMSO
C21	BRD-K60667054-001-01-1	5.0466694491759005	DMSO
C22	BRD-K93339435-001-02-6	5.0087134913298	DMSO
C23	BRD-K55345900-001-02-5	5.01470982948268	DMSO
C24	BRD-K61683215-001-01-3	5.04096820765155	DMSO
D01	BRD-K93376546-001-01-6	5.11358354458378	DMSO
D02	BRD-K13007539-001-01-3	5.01386948233078	DMSO
D03	BRD-K34502913-001-01-4	5.07249026442502	DMSO
D04	BRD-K46447740-001-01-7	5.09996148081549	DMSO
D05	BRD-K12506756-001-01-1	5.04096820765155	DMSO
D06	BRD-K67260071-001-01-7	5.00702495892502	DMSO
D07	BRD-K59983542-001-01-5	5.08897299425931	DMSO
D08	BRD-K83654676-001-02-8	5.01215368680682	DMSO
D09	BRD-K66732564-001-02-8	5.00302583604265	DMSO
D10	BRD-K91595583-001-01-7	4.99535883727298	DMSO
D11			DMSO
D12			DMSO
D13	BRD-K21665449-001-01-7	4.9636577560503605	DMSO
D14	BRD-K47533918-001-01-9	4.989262475499401	DMSO
D15			DMSO
D16			DMSO
D17	BRD-K35584941-001-01-7	4.989384402734871	DMSO
D18	BRD-K24469697-001-01-0	4.9636577560503605	DMSO
D19	BRD-K64040351-001-01-7	5.05957384795471	DMSO
D20	BRD-K09124072-001-02-3	5.0023354724992695	DMSO
D21	BRD-K07105437-001-01-6	4.99768851925131	DMSO
D22	BRD-K43568193-001-01-5	4.96902191786026	DMSO
D23	BRD-K71943487-001-01-0	4.93654465042326	DMSO
D24	BRD-K79219981-001-01-8	5.05201937908813	DMSO
E01			DMSO
E02			DMSO
E03	BRD-K14346766-001-01-8	5.0261756123008	DMSO
E04	BRD-K38540783-001-01-7	5.0678866132327505	DMSO
E05	BRD-K44887903-001-01-9	5.08813635227441	DMSO
E06	BRD-K45480436-001-02-6	5.01386816788157	DMSO
E07	BRD-K42752188-001-01-3	4.89996183776991	DMSO
E08	BRD-K24572125-001-01-3	5.08296547114696	DMSO
E09			DMSO
E10			DMSO
E11	BRD-K09557852-001-01-2	5.0791858572011295	DMSO
E12	BRD-K39367499-001-01-9	5.1179049256461795	DMSO
E13	BRD-K25765811-001-01-1	4.94686028659027	DMSO
E14	BRD-K86981020-001-01-7	5.043995499997309	DMSO
E15	BRD-K80998388-001-01-3	5.2246344572974905	DMSO
