well_position	broad_sample	mmoles_per_liter	solvent
A01	BRD-K25430810-001-02-1	5.01628253653555	DMSO
A02	BRD-K54071713-001-01-7	5.12361769736334	DMSO
A03	BRD-K44541805-001-02-9	5.0209934460716905	DMSO
A04	BRD-K48211485-001-01-4	4.91963892973041	DMSO
A05	BRD-K93061442-001-01-9	4.89042075753187	DMSO
A06	BRD-K15845256-001-01-5	5.15598328859253	DMSO
A07	BRD-K52947657-001-02-6	5.00044293183291	DMSO
A08	BRD-K21153751-001-02-4	5.01224794289584	DMSO
A09	BRD-K33832590-001-01-6	5.067540638870191	DMSO
A10	BRD-K75580081-001-01-6	5.08633882121229	DMSO
A11	BRD-K30658064-001-02-3	5.02724622367518	DMSO
A12	BRD-K14744524-001-02-5	5.01703080201751	DMSO
A13			DMSO
A14			DMSO
A15	BRD-K48066866-001-02-9	5.01583270998658	DMSO
A16	BRD-K76703685-001-02-1	5.01589821732482	DMSO
A17	BRD-K58034811-001-01-2	4.934544218123889	DMSO
A18	BRD-K89796490-001-02-5	5.00032405023342	DMSO
A19	BRD-K75707803-001-02-0	5.005918481150441	DMSO
A20	BRD-K97186212-001-02-6	5.00213691475316	DMSO
A21	BRD-K94263505-001-01-4	4.96242221789777	DMSO
A22	BRD-K20037743-001-01-3	5.22908436448607	DMSO
A23	BRD-K54671386-001-01-0	4.915695791928901	DMSO
A24	BRD-K55860636-001-02-4	5.0229256215329405	DMSO
B01	BRD-K53777872-001-02-5	5.04296283045392	DMSO
B02	BRD-K78176661-001-02-6	5.0139596657226795	DMSO
B03	BRD-K52117630-001-02-8	5.0155444587282405	DMSO
B04	BRD-K31704218-001-02-9	5.00895593865133	DMSO
B05	BRD-K68359762-001-02-8	5.001326924060179	DMSO
B06	BRD-K15912359-001-02-7	5.004107904752309	DMSO
B07	BRD-K40918107-001-02-8	5.01349658944358	DMSO
B08	BRD-K19016577-001-02-9	5.027810135464519	DMSO
B09	BRD-K51197994-001-01-3	4.81870118010442	DMSO
B10	BRD-K87904079-001-02-6	5.03288722622884	DMSO
B11	BRD-K69431670-001-02-5	5.001327195611291	DMSO
B12	BRD-K32162364-001-02-1	5.01954760966031	DMSO
B13			DMSO
B14			DMSO
B15	BRD-K09300252-001-02-1	5.0103253162634	DMSO
B16	BRD-K61872587-001-02-0	5.00116184980362	DMSO
B17	BRD-K73532097-001-02-9	5.00943391345443	DMSO
B18	BRD-K69343050-001-02-2	5.02420234165711	DMSO
B19	BRD-K80281472-001-01-1	5.21523691950104	DMSO
B20	BRD-K95044179-001-02-0	5.00894286303626	DMSO
B21	BRD-K53839527-001-02-2	5.02168792043353	DMSO
B22	BRD-K70940447-001-01-6	5.03658980548874	DMSO
B23	BRD-K67269534-001-01-9	4.97828173924267	DMSO
B24	BRD-K34730083-001-01-5	5.03987897119393	DMSO
C01	BRD-K22790182-001-01-3	4.91058971231123	DMSO
C02	BRD-K66363099-001-01-8	5.12723337275925	DMSO
C03	BRD-K51569524-001-01-2	5.011214102971531	DMSO
C04	BRD-K64249376-001-01-5	4.99077636699056	DMSO
C05	BRD-K91424547-001-02-3	5.0130545728571505	DMSO
C06	BRD-K53425819-001-02-7	5.02144126983012	DMSO
C07	BRD-K42800143-001-01-4	4.86469431451555	DMSO
C08	BRD-K75965029-001-02-2	5.01963072897134	DMSO
C09	BRD-K19845538-001-02-9	5.00306874254188	DMSO
C10	BRD-K25050358-001-02-5	4.99669917519505	DMSO
C11			DMSO
C12			DMSO
C13	BRD-K31045868-001-02-0	5.01786302179142	DMSO
C14	BRD-K54864501-001-02-9	4.99822225385995	DMSO
C15			DMSO
C16			DMSO
C17	BRD-K69792860-001-02-0	5.00298482116143	DMSO
C18	BRD-K28185108-001-02-9	5.013399970211861	DMSO
C19	BRD-K65466135-001-02-4	5.01202009934238	DMSO
C20	BRD-K87400432-001-01-9	4.91252298403756	DMSO
