well_position	broad_sample	mmoles_per_liter	solvent
A01	BRD-K89626439-001-01-0	10.0	DMSO
A02	BRD-K42541148-001-01-9	10.0	DMSO
A03	BRD-K07161233-001-07-2	10.0	DMSO
A04	BRD-K87432599-001-01-1	10.0	DMSO
A05	BRD-K11540476-001-04-4	10.0	DMSO
A06	BRD-K59470558-003-01-0	10.0	DMSO
A07	BRD-K06585517-003-01-9	10.0	DMSO
A08	BRD-A26962727-001-01-8	10.0	DMSO
A09	BRD-K64058329-001-01-8	10.0665272	DMSO
A10	BRD-K37160541-001-01-8	10.0	DMSO
A11	BRD-K24346336-001-01-7	10.0	DMSO
A12	BRD-A82913781-001-01-5	10.0	DMSO
A13	BRD-K23027438-001-01-1	10.0	DMSO
A14	BRD-K33586157-001-01-3	10.0	DMSO
A15	BRD-K04188046-003-01-4	10.0	DMSO
A16	BRD-K06652922-001-01-0	10.0	DMSO
A17	BRD-A60386802-001-01-5	10.0	DMSO
A18	BRD-K67258146-001-01-2	10.0	DMSO
A19	BRD-K09460252-001-01-5	10.0	DMSO
A20	BRD-K86682249-001-05-7	10.0	DMSO
A21	BRD-K54405293-001-01-5	10.0	DMSO
A22	BRD-A95937159-001-01-3	10.0	DMSO
A23	BRD-K25884242-001-01-9	10.0	DMSO
A24	BRD-K95253417-001-01-1	10.0	DMSO
B01	BRD-K05398757-001-02-9	20.0	DMSO
B02	BRD-K64610608-001-02-6	10.0	DMSO
B03	BRD-K91671201-001-01-8	10.0	DMSO
B04	BRD-K73238422-001-01-1	10.0	DMSO
B05	BRD-K15475572-001-01-8	10.0	DMSO
B06	BRD-A03946276-001-01-3	10.0	DMSO
B07	BRD-A06909528-001-01-4	10.0	DMSO
B08	BRD-K11987803-001-01-7	10.0	DMSO
B09	BRD-K71427192-014-01-3	10.0	DMSO
B10	BRD-K56477805-001-08-8	10.0	DMSO
B11	BRD-K70524666-001-01-2	10.0	DMSO
B12	BRD-K91485395-001-01-9	10.0	DMSO
B13	BRD-K83620635-001-01-1	10.0	DMSO
B14	BRD-K69516039-001-01-1	10.0	DMSO
