Original_Plate_Map_Name	well_position	broad_sample	conc_mmol
H-CBLB-002-4	A01	BRD-K20257792-001-01-7	4.976400122045852
H-CBLB-002-4	A02	BRD-K20325525-001-01-6	5.003789117750558
H-CBLB-002-4	A03	BRD-K20398543-001-01-1	4.980709402572921
H-CBLB-002-4	A04	BRD-K20426211-001-01-1	5.1025380458327
H-CBLB-002-4	A05	BRD-K20447569-001-01-5	5.0463802414076735
H-CBLB-002-4	A06	BRD-K20497425-001-01-4	5.016266304032496
H-CBLB-002-4	A07	BRD-K20560768-001-01-4	5.0126146250469
H-CBLB-002-4	A08	BRD-K20600965-001-01-9	4.9818387997062255
H-CBLB-002-4	A09	BRD-K20667558-001-01-1	4.9382994017289
H-CBLB-002-4	A10	BRD-K20690715-001-01-3	5.019212107144453
H-CBLB-002-4	A11	BRD-K20836550-001-01-0	4.994795332658246
H-CBLB-002-4	A12	BRD-K20853228-001-01-7	5.253495199838607
H-CBLB-002-4	A13		
H-CBLB-002-4	A14		
H-CBLB-002-4	A15	BRD-K20912596-001-01-5	5.003047348689693
H-CBLB-002-4	A16	BRD-K20969558-001-01-1	4.992989323467298
H-CBLB-002-4	A17	BRD-K21009787-001-01-8	5.035636030576239
H-CBLB-002-4	A18	BRD-K21059010-001-01-2	5.01888079999223
H-CBLB-002-4	A19	BRD-K21196859-001-01-6	5.019769494975206
H-CBLB-002-4	A20	BRD-K21386594-001-01-3	5.0040103765845485
H-CBLB-002-4	A21	BRD-K21412601-001-01-8	5.011471353130214
H-CBLB-002-4	A22	BRD-K21420222-001-01-0	5.182108849335707
H-CBLB-002-4	A23	BRD-K21544408-001-01-3	4.991135333376446
H-CBLB-002-4	A24	BRD-K21582416-001-01-3	5.039035144679
H-CBLB-002-4	B01	BRD-K21629471-001-01-4	4.937041586417788
H-CBLB-002-4	B02	BRD-K21652644-001-01-8	5.073543488774239
H-CBLB-002-4	B03	BRD-K21740361-001-01-2	5.039035304687686
H-CBLB-002-4	B04	BRD-K21826560-001-01-8	5.000713142267848
H-CBLB-002-4	B05	BRD-K21933068-001-01-9	5.022536352333856
H-CBLB-002-4	B06	BRD-K21996934-001-01-8	5.043603705835241
H-CBLB-002-4	B07	BRD-K22011492-001-01-9	5.0197384146140225
H-CBLB-002-4	B08	BRD-K22139757-001-01-8	5.008969093218455
H-CBLB-002-4	B09	BRD-K22193148-001-01-3	4.995953209114465
H-CBLB-002-4	B10	BRD-K22475995-001-01-8	4.962125034975084
H-CBLB-002-4	B11	BRD-K22478004-001-01-1	4.920057824490601
H-CBLB-002-4	B12	BRD-K22694513-001-01-7	5.145975632376784
H-CBLB-002-4	B13		
H-CBLB-002-4	B14		
H-CBLB-002-4	B15	BRD-K22854578-001-01-9	5.000431956044978
H-CBLB-002-4	B16	BRD-K23024526-001-01-1	4.929916736034137
H-CBLB-002-4	B17	BRD-K23064726-001-01-5	5.014017495452801
H-CBLB-002-4	B18	BRD-K23085156-001-01-9	5.007198321994645
H-CBLB-002-4	B19	BRD-K23112275-001-01-7	5.20407025342692
H-CBLB-002-4	B20	BRD-K23200057-001-01-4	5.001240596022683
H-CBLB-002-4	B21	BRD-K23204014-001-01-8	5.0137995594181755
H-CBLB-002-4	B22	BRD-K23208879-001-01-3	4.955238561647065
H-CBLB-002-4	B23	BRD-K23220745-001-01-0	5.413318073024018
H-CBLB-002-4	B24	BRD-K23316636-001-01-8	4.994952087110641
H-CBLB-002-4	C01	BRD-K23427500-001-01-6	5.019720884886566
H-CBLB-002-4	C02	BRD-K23435841-001-01-7	5.01037185468099
H-CBLB-002-4	C03	BRD-K23560817-001-01-2	5.0303878888744045
H-CBLB-002-4	C04	BRD-K23628938-001-01-1	5.033226067662122
H-CBLB-002-4	C05	BRD-K23749313-001-01-0	5.000738470519008
H-CBLB-002-4	C06	BRD-K23867157-001-01-9	5.022287925205612
H-CBLB-002-4	C07	BRD-K23923189-001-01-2	4.90441575349595
H-CBLB-002-4	C08	BRD-K23954220-001-01-8	5.025302232662795
H-CBLB-002-4	C09	BRD-K24067917-001-01-6	5.063417822620962
H-CBLB-002-4	C10	BRD-K24143478-001-01-6	4.925438412533809
H-CBLB-002-4	C11		
H-CBLB-002-4	C12		
H-CBLB-002-4	C13	BRD-K24204732-001-01-8	5.037013227213979
H-CBLB-002-4	C14	BRD-K24319052-001-01-6	4.986497775590489
H-CBLB-002-4	C15		
H-CBLB-002-4	C16		
H-CBLB-002-4	C17	BRD-K24343968-001-01-9	5.055268185379333
H-CBLB-002-4	C18	BRD-K24422491-001-01-7	5.016656676201184
H-CBLB-002-4	C19	BRD-K24453679-001-01-6	4.938340468665668
H-CBLB-002-4	C20	BRD-K24487269-001-01-0	4.995148021660866
H-CBLB-002-4	C21	BRD-K24565544-001-01-0	4.879361055701231
H-CBLB-002-4	C22	BRD-K24659381-001-01-7	5.0268851291270735
H-CBLB-002-4	C23	BRD-K24727463-001-01-3	5.1160632870140095
H-CBLB-002-4	C24	BRD-K24792153-001-01-2	5.034912954011879
H-CBLB-002-4	D01	BRD-K24907498-001-01-0	4.99662047991323
H-CBLB-002-4	D02	BRD-K24950073-001-01-3	4.826570484514779
H-CBLB-002-4	D03	BRD-K25075258-001-01-5	4.9196148202849725
H-CBLB-002-4	D04	BRD-K25193509-001-01-3	5.018321651453206
