well_position	broad_sample	conc_mmol
A01	BRD-K67303249-001-01-2	5.007963409323243
A02	BRD-K86038750-001-01-2	5.047269887788202
A03	BRD-K39271757-001-01-0	4.98033399116545
A04	BRD-K78009480-001-01-0	5.002542758022312
A05	BRD-K37459628-001-01-0	5.022654051338093
A06	BRD-K36048022-001-01-4	4.898989503283832
A07	BRD-K62102996-001-01-8	4.999442095484929
A08	BRD-K25070860-001-01-6	4.675244734818891
A09	BRD-K89505656-001-01-2	4.963053943889386
A10	BRD-K24991044-001-01-3	4.89942873168484
A11	BRD-K38571337-001-01-3	5.005060448103416
A12	BRD-K19764902-001-01-2	4.8909434366917095
A13		
A14		
A15	BRD-K78099132-001-01-3	4.976655291397218
A16	BRD-K79326278-001-01-3	4.9285535163394885
A17	BRD-K31042955-001-01-3	5.022046129650128
A18	BRD-K76266174-001-01-9	5.011834320281528
A19	BRD-K07064094-001-01-9	4.758346983088738
A20	BRD-K30371494-001-01-5	5.000436566842185
A21	BRD-K60212338-001-01-4	5.005395877656239
A22	BRD-K79355010-001-01-5	4.99814951735668
A23	BRD-K52220918-001-01-5	5.0184607862904365
A24	BRD-K38986089-001-01-3	5.027985932813882
B01	BRD-K21688686-001-01-1	5.289156195545578
B02	BRD-K93599975-001-01-3	5.029218004733139
B03	BRD-K05886700-001-01-3	5.076302827686408
B04	BRD-K76437403-001-01-9	4.993740676198222
B05	BRD-K89554882-001-01-6	5.0345621082886876
B06	BRD-K41862560-001-01-9	5.081431825896584
B07	BRD-K62431786-001-01-5	5.018850843685437
B08	BRD-K33215066-001-01-9	5.0145989565686095
B09	BRD-K93672499-001-01-5	5.01621631415051
B10	BRD-K84528570-001-01-2	5.013577591388894
B11	BRD-K65165610-001-01-8	5.076138309070883
B12	BRD-K16950565-001-01-8	5.008117011625945
B13		
B14		
B15	BRD-K90256762-001-01-0	5.034898731139976
B16	BRD-K22854900-001-01-8	5.047969183511776
B17	BRD-K91850687-001-01-1	4.956257472573392
B18	BRD-K47394228-001-01-1	5.024665744738766
B19	BRD-K92455082-001-01-9	5.058923861884973
B20	BRD-K76859558-001-01-7	5.031715310694954
B21	BRD-K18337230-001-01-1	4.996396283390439
B22	BRD-K74127463-001-01-5	4.9936468204477045
B23	BRD-K87779450-001-01-3	5.101576757542236
B24	BRD-K43880650-001-01-0	4.91268048215822
C01	BRD-K95891443-001-01-6	4.837789354227712
C02	BRD-K34516743-001-01-0	5.00593022277588
C03	BRD-K47301880-001-01-5	5.17000471905661
C04	BRD-K23897615-001-01-2	4.989065840798513
C05	BRD-K29360016-001-01-0	4.846254377172437
C06	BRD-K89144439-001-01-4	5.0174368626159165
C07	BRD-K49148689-001-01-1	4.986581850604273
C08	BRD-K11989708-001-01-9	5.043767616143969
C09	BRD-K64968742-001-01-7	4.999870679951084
C10	BRD-K08922114-001-01-3	4.829175469215699
C11		
C12		
C13	BRD-K41889859-001-01-2	5.045615775710912
C14	BRD-K73388067-001-01-4	4.977379471560812
C15		
C16		
C17	BRD-K90816807-001-01-8	5.03952020822501
C18	BRD-K52827598-001-01-4	5.009021602593181
C19	BRD-K08891029-001-01-4	5.023372238867896
C20	BRD-K84109969-001-01-0	4.93590596306359
C21	BRD-K75426909-001-01-2	5.283009763934991
C22	BRD-K88616704-001-01-0	5.040038626828884
C23	BRD-K69598982-001-01-6	5.042252117682547
C24	BRD-K21389281-001-01-5	4.826499418418392
D01	BRD-K02490064-001-01-7	5.013211730601916
D02	BRD-K23060602-001-01-2	5.132000422477003
D03	BRD-K86303874-001-01-1	5.003327758208077
D04	BRD-K26258603-001-01-8	5.006168966360885
D05	BRD-K03050720-001-01-4	4.972177688972222
D06	BRD-K93303857-001-01-3	5.022930023726947
D07	BRD-K43014865-001-01-7	5.0299224979473
D08	BRD-K52657367-001-01-4	4.995405268815791
D09	BRD-K59248078-001-01-5	5.015308058033461
D10	BRD-K31830662-001-01-5	4.993787357734333
D11		
D12		
D13	BRD-K96157570-001-01-6	5.04147497776825
D14	BRD-K96385755-001-01-0	5.013079566128306
D15		
D16		
D17	BRD-K16970289-001-01-1	5.033974643284044
D18	BRD-K90734091-001-01-8	5.131774289556901
D19	BRD-K84157702-001-01-1	5.004143140648335
D20	BRD-K01389427-001-01-4	5.01191695545303
D21	BRD-K31315646-001-01-8	5.04941008605106
D22	BRD-K51922621-001-01-5	4.908041289103009
D23	BRD-K49164596-001-01-0	5.011114079278692
D24	BRD-K72269288-001-01-0	5.027001464145194
E01		
E02		
E03	BRD-K66185150-001-01-1	5.055755656757711
E04	BRD-K82435102-001-01-9	4.995630003547503
E05	BRD-K56726453-001-01-8	5.075804078944837
E06	BRD-K08198655-001-01-5	4.819587808798904
E07	BRD-K06884091-001-01-4	4.938448437743131
E08	BRD-K64668459-001-01-6	4.888564778447036
E09		
E10		
E11	BRD-K08325197-001-01-9	4.994681653696303
E12	BRD-K22657795-001-01-3	4.813589861773669
E13	BRD-K89675250-001-01-3	5.021485693853175
E14	BRD-K07110772-001-01-9	4.9625076389203135
E15	BRD-K16050964-001-01-4	5.010637081499988
E16	BRD-K39599822-001-01-5	5.0438368394991215
E17		
E18		
E19	BRD-K40829514-001-01-6	5.020045077688597
E20	BRD-K07270511-001-01-7	5.136240218529631
E21	BRD-K38373457-001-01-8	4.968736787178168
E22	BRD-K16561280-001-01-7	5.035075395991769
E23	BRD-K76047634-001-01-7	4.996618117746202
E24	BRD-K16930636-001-01-5	5.046114862688987
F01		
F02		
F03	BRD-K81440797-001-01-0	5.0187721945961785
F04	BRD-K10323659-001-01-1	5.06191226249029
F05	BRD-K52856667-001-01-9	4.951230255176026
F06	BRD-K08856690-001-01-5	4.942560416189061
