well_position	broad_sample	mmoles_per_liter	solvent
A01	BRD-K38571007-001-01-2	5.024268100201031	DMSO
A02	BRD-K62052419-001-02-2	5.0244842503216605	DMSO
A03	BRD-K47234370-001-01-5	4.78411124239193	DMSO
A04	BRD-K46446437-001-01-7	4.848857571232831	DMSO
A05	BRD-K11401713-001-01-8	5.1613601598147305	DMSO
A06	BRD-K31000214-001-01-8	5.02271498871084	DMSO
A07	BRD-K51800846-001-01-2	4.937864431101151	DMSO
A08	BRD-K28530075-001-01-7	4.98786490499455	DMSO
A09	BRD-K15600521-004-02-5	5.006611884708991	DMSO
A10	BRD-K08123737-001-01-5	5.03438724744213	DMSO
A11	BRD-K54375254-001-01-7	5.01523261087553	DMSO
A12	BRD-K57611352-004-02-5	5.009199487358799	DMSO
A13			DMSO
A14			DMSO
A15	BRD-K79947616-004-02-9	5.00462340025518	DMSO
A16	BRD-K82560670-001-01-6	5.022021521594451	DMSO
A17	BRD-K36078054-001-01-2	5.11302218943556	DMSO
A18	BRD-K25018652-001-01-7	5.1381758229062005	DMSO
A19	BRD-K81956993-001-01-7	5.11587100498096	DMSO
A20	BRD-K19833084-001-01-5	4.7537736416414	DMSO
A21	BRD-K77233343-001-01-4	5.04065434797616	DMSO
A22	BRD-K36232701-001-01-2	5.0464387745609995	DMSO
A23	BRD-K67514995-001-02-8	5.00493439423256	DMSO
A24	BRD-K45371861-001-01-3	4.93989162817421	DMSO
B01	BRD-K84155921-001-02-8	5.01452888025397	DMSO
B02	BRD-K88684430-001-01-9	5.01562784451364	DMSO
B03	BRD-K29322455-001-01-8	5.00402831842713	DMSO
B04	BRD-K18778674-001-01-9	5.00559859315042	DMSO
B05	BRD-K07107626-003-02-7	5.01746406738462	DMSO
B06	BRD-K37357652-003-02-9	5.006687192890451	DMSO
B07	BRD-K68554461-001-01-0	5.0307191664845705	DMSO
B08	BRD-K45319854-001-01-1	5.03761633290178	DMSO
B09	BRD-K64305210-004-01-9	5.00204194975226	DMSO
B10	BRD-K03785392-001-01-2	4.89629675862699	DMSO
B11	BRD-K05931533-001-01-0	5.0022310296189	DMSO
B12	BRD-K89348354-001-01-2	5.3454474355024	DMSO
B13			DMSO
B14			DMSO
B15	BRD-K89141537-001-01-1	5.10037444167081	DMSO
B16	BRD-K41539131-001-01-3	5.02329338754522	DMSO
B17	BRD-K64582453-001-01-5	4.93542823800733	DMSO
B18	BRD-K16667431-001-01-0	4.894145047659809	DMSO
B19	BRD-K43830653-001-01-2	5.0016573075415405	DMSO
B20	BRD-K71777270-001-01-3	4.94029022051874	DMSO
B21	BRD-K07799833-004-02-8	5.00776607749466	DMSO
B22	BRD-K36065557-001-01-1	4.8625039269782695	DMSO
B23	BRD-K36200934-001-01-8	5.011885130236941	DMSO
B24	BRD-K52981369-001-01-6	4.98996687370638	DMSO
C01	BRD-K09329774-001-01-1	5.09322886672059	DMSO
C02	BRD-K15108654-001-01-6	5.15179979044858	DMSO
C03	BRD-K43621195-001-01-0	4.95071518208149	DMSO
C04	BRD-K86838317-001-02-9	5.010949839929331	DMSO
C05	BRD-K14974894-001-01-2	5.01804302641663	DMSO
C06	BRD-K28884887-001-01-6	5.047935563136821	DMSO
C07	BRD-K45033698-001-01-8	5.06859125562702	DMSO
C08	BRD-K41344641-001-01-1	5.01797033975775	DMSO
C09	BRD-K63724542-001-01-7	5.0529508990167304	DMSO
C10	BRD-K66642908-001-01-6	4.958615178861169	DMSO
C11			DMSO
C12			DMSO
C13	BRD-K44916273-001-01-8	4.660483591907401	DMSO
C14	BRD-K20827004-001-02-9	5.00074644632588	DMSO
C15			DMSO
C16			DMSO
C17	BRD-K36008374-001-01-2	5.08541162936597	DMSO
C18	BRD-K51993206-001-01-9	4.733867070540981	DMSO
C19	BRD-K65968843-001-01-4	4.90600961955145	DMSO
C20	BRD-K76005262-001-01-4	5.18484680366657	DMSO
