well_position	broad_sample	conc_mmol
A01		
A02		
A03	BRD-K57190272-001-05-6	4.999999999999999
A04	BRD-K33239740-001-06-2	4.999999999999999
A05	BRD-K86861413-001-08-1	4.999999999999999
A06	BRD-A88712548-001-04-3	4.999999999999999
A07	BRD-K77486412-001-05-5	4.999999999999999
A08	BRD-K04351169-001-07-0	4.999999999999999
A09	BRD-K40560710-001-05-0	4.999999999999999
A10	BRD-K97467901-001-05-9	4.999999999999999
A11	BRD-K94811027-001-05-0	4.999999999999999
A12	BRD-K63983876-001-05-6	4.999999999999999
A13	BRD-K62021436-001-06-7	4.999999999999999
A14	BRD-A22411525-001-05-5	4.999999999999999
A15	BRD-K47000843-001-05-0	4.999999999999999
A16	BRD-A96597548-001-01-4	4.999999999999999
A17	BRD-K77094664-001-05-2	4.999999999999999
A18	BRD-K20735998-001-05-5	4.999999999999999
A19	BRD-K74891695-001-05-7	4.999999999999999
A20	BRD-K98157219-001-05-2	4.999999999999999
A21	BRD-K76957589-001-05-3	4.999999999999999
A22	BRD-K27724100-001-05-7	4.999999999999999
A23		
A24		
B01		
B02		
B03	BRD-K03783671-001-05-0	4.999999999999999
B04	BRD-K18131774-001-12-7	4.999999999999999
B05	BRD-A10555284-001-06-2	4.999999999999999
B06	BRD-K48039403-001-05-9	4.999999999999999
B07	BRD-K82655613-001-05-5	4.999999999999999
B08	BRD-K94253377-001-05-1	4.999999999999999
B09	BRD-K66490720-001-05-7	4.999999999999999
B10	BRD-K75033792-001-05-7	4.999999999999999
B11	BRD-K59486308-001-06-2	4.999999999999999
B12	BRD-K61921323-001-05-7	4.999999999999999
B13	BRD-A40929095-003-05-0	4.999999999999999
B14	BRD-K72336314-001-06-4	4.999999999999999
B15	BRD-K61547199-001-06-9	4.999999999999999
B16	BRD-A13318633-001-06-0	4.999999999999999
B17	BRD-K71365670-001-06-2	4.999999999999999
B18	BRD-K71875073-001-05-5	4.999999999999999
B19	BRD-K05441185-001-05-2	4.999999999999999
B20	BRD-K85488776-001-05-1	4.999999999999999
B21	BRD-K92314307-001-05-8	4.999999999999999
B22	BRD-K43719044-001-05-6	4.999999999999999
B23		
B24		
C01		
C02		
C03	BRD-K06818088-001-05-8	4.999999999999999
