Original_Plate_Map_Name	well_position	broad_sample	conc_mmol
H-BIOA-004-3	A01	BRD-K18250272-003-03-7	3.022516112882273
H-BIOA-004-3	A02	BRD-K18316707-001-01-9	5.0
H-BIOA-004-3	A03	BRD-K18438502-001-02-6	5.0
H-BIOA-004-3	A04	BRD-K18550767-001-02-8	5.0
H-BIOA-004-3	A05	BRD-K18574842-323-03-3	2.1954869000456063
H-BIOA-004-3	A06	BRD-K18619710-001-03-7	2.560733820272235
H-BIOA-004-3	A07	BRD-K18742343-001-03-2	5.0
H-BIOA-004-3	A08	BRD-K18757346-001-02-9	0.49999999999999983
H-BIOA-004-3	A09	BRD-K18779551-003-03-7	5.0
H-BIOA-004-3	A10	BRD-K18787491-001-05-2	6.570477676880937
H-BIOA-004-3	A11	BRD-K18799075-001-01-0	5.0
H-BIOA-004-3	A12	BRD-K18816859-001-01-4	5.0
H-BIOA-004-3	A13		
H-BIOA-004-3	A14		
H-BIOA-004-3	A15	BRD-K18909381-001-01-4	5.0
H-BIOA-004-3	A16	BRD-K18910433-001-04-4	9.178287725075478
H-BIOA-004-3	A17	BRD-K18922609-004-04-1	3.2872742382235045
H-BIOA-004-3	A18	BRD-K19040732-300-01-9	3.5
H-BIOA-004-3	A19	BRD-K19111024-001-04-3	4.999999999999999
H-BIOA-004-3	A20	BRD-K19295594-001-04-4	4.999999999999999
H-BIOA-004-3	A21	BRD-K19309090-300-03-0	2.5167240085453852
H-BIOA-004-3	A22	BRD-K19352500-332-03-7	1.6499282000745166
H-BIOA-004-3	A23	BRD-K19360254-001-01-3	4.999999999999999
H-BIOA-004-3	A24	BRD-K19438463-001-01-4	5.0
H-BIOA-004-3	B01	BRD-K19462402-003-03-0	2.908281751078768
H-BIOA-004-3	B02	BRD-K19507340-001-03-1	2.6007228761248644
H-BIOA-004-3	B03	BRD-K19533706-001-01-9	5.0
H-BIOA-004-3	B04	BRD-K19554809-001-01-1	5.0
H-BIOA-004-3	B05	BRD-K19605405-001-01-9	4.999999999999999
H-BIOA-004-3	B06	BRD-K20043699-001-02-3	5.0
H-BIOA-004-3	B07	BRD-K20141153-003-03-8	4.999999999999999
H-BIOA-004-3	B08	BRD-K20152659-001-02-0	0.49999999999999983
H-BIOA-004-3	B09	BRD-K20420220-001-02-1	5.0
H-BIOA-004-3	B10	BRD-K20620780-001-01-0	5.0
H-BIOA-004-3	B11	BRD-K20655524-003-04-7	3.1563305258825407
H-BIOA-004-3	B12	BRD-K20672254-046-02-1	2.805882588965417
H-BIOA-004-3	B13		
H-BIOA-004-3	B14		
H-BIOA-004-3	B15	BRD-K20714604-001-01-5	4.999999999999999
H-BIOA-004-3	B16	BRD-K20742498-001-01-5	5.0
H-BIOA-004-3	B17	BRD-K20755323-001-01-8	4.999999999999999
H-BIOA-004-3	B18	BRD-K20995441-001-01-7	5.0
H-BIOA-004-3	B19	BRD-K21283037-001-02-5	4.999999999999999
H-BIOA-004-3	B20	BRD-K21350491-001-02-1	8.177337536092315
H-BIOA-004-3	B21	BRD-K21450440-001-04-7	4.999999999999999
H-BIOA-004-3	B22	BRD-K21520694-001-02-4	4.999999999999999
H-BIOA-004-3	B23	BRD-K21548250-001-01-3	5.849999999999999
H-BIOA-004-3	B24	BRD-K21565985-001-04-3	4.999999999999999
H-BIOA-004-3	C01	BRD-K21667562-001-01-4	5.0
H-BIOA-004-3	C02	BRD-K21680192-300-05-2	1.9327301669028463
H-BIOA-004-3	C03	BRD-K21733600-001-02-6	5.0
H-BIOA-004-3	C04	BRD-K21853356-001-04-4	9.086523769328489
H-BIOA-004-3	C05	BRD-K21893543-001-02-8	4.999999999999999
H-BIOA-004-3	C06	BRD-K21910317-001-02-4	4.999999999999999
H-BIOA-004-3	C07	BRD-K22031190-001-04-6	4.999999999999999
H-BIOA-004-3	C08	BRD-K22134346-001-04-1	5.0
H-BIOA-004-3	C09	BRD-K22193694-001-04-5	4.999999999999999
H-BIOA-004-3	C10	BRD-K22385716-001-01-7	4.999999999999999
H-BIOA-004-3	C11		
H-BIOA-004-3	C12		
H-BIOA-004-3	C13	BRD-K22715231-001-02-9	5.0
H-BIOA-004-3	C14	BRD-K22745370-003-01-5	5.0
H-BIOA-004-3	C15		
H-BIOA-004-3	C16		
H-BIOA-004-3	C17	BRD-K22861715-001-03-4	4.999999999999999
H-BIOA-004-3	C18	BRD-K22936972-003-04-6	4.999999999999999
H-BIOA-004-3	C19	BRD-K22969690-001-02-6	5.0
H-BIOA-004-3	C20	BRD-K23163214-001-01-4	4.999999999999999
H-BIOA-004-3	C21	BRD-K23301018-001-02-6	5.0
H-BIOA-004-3	C22	BRD-K23327891-001-02-3	4.999999999999999
H-BIOA-004-3	C23	BRD-K23335153-300-01-7	4.999999999999999
H-BIOA-004-3	C24	BRD-K23383398-001-01-6	5.0
