well_position	broad_sample	conc_mmol
A01	BRD-K60731055-001-01-4	5.35444577362405
A02	BRD-K25924017-001-01-6	5.002193624412876
A03	BRD-K97278846-001-01-7	5.069732109358511
A04	BRD-K37451255-001-01-7	5.141115768652138
A05	BRD-K54376194-001-01-8	5.046963145923907
A06	BRD-K04590890-001-01-2	5.0503283067874385
A07	BRD-K19301712-001-01-3	5.009075995600468
A08	BRD-K72233204-001-01-7	5.031131151043662
A09	BRD-K39619294-001-01-0	4.856758057066438
A10	BRD-K37672679-001-01-6	5.1520024562914335
A11	BRD-K15714717-001-01-6	4.97728733258975
A12	BRD-K13451905-001-01-9	4.768108370488436
A13		
A14		
A15	BRD-K33948274-001-01-3	4.958762784639622
A16	BRD-K99254482-001-01-5	4.964628169546628
A17	BRD-K34937810-001-01-6	4.8835791210820645
A18	BRD-K87337065-001-01-7	5.027520195430776
A19	BRD-K28297324-001-01-2	4.9779052960510475
A20	BRD-K36125999-001-01-9	4.98273450326937
A21	BRD-K78120118-001-01-5	4.997983468780917
A22	BRD-K93287182-001-01-4	4.952097792035056
A23	BRD-K83134023-001-01-3	4.98164596877375
A24	BRD-K17486589-001-01-4	4.987933895186061
B01	BRD-K72025290-001-01-2	5.23019146998999
B02	BRD-K94935060-001-01-4	5.113812166634781
B03	BRD-K51653401-001-01-2	4.952301064758048
B04	BRD-K91616208-001-01-6	4.993655338681177
B05	BRD-K86201426-001-01-0	5.0327717409521755
B06	BRD-K68393298-001-01-2	4.976016525695679
B07	BRD-K56674500-001-01-3	4.998985985563992
B08	BRD-K13680979-001-01-4	5.03035730455799
B09	BRD-K07102823-001-01-5	5.234222665859036
B10	BRD-K26141147-001-01-9	5.037021741269946
B11	BRD-K65936712-001-01-9	4.968488272316335
B12	BRD-K16803279-001-01-6	5.0700439480198325
B13		
B14		
B15	BRD-K55936117-001-01-2	4.961089957315437
B16	BRD-K05285993-001-01-4	5.041290294735287
B17	BRD-K73676895-001-01-0	5.039923017992367
B18	BRD-K34479074-001-01-0	5.04763887416827
B19	BRD-K33764155-001-01-8	5.024810973093688
B20	BRD-K28936732-001-01-1	5.008926883207718
B21	BRD-K47009383-001-01-6	5.174841765205011
B22	BRD-K99482429-001-01-8	4.938451361184045
B23	BRD-K46798264-001-01-9	5.015865890674739
B24	BRD-K55803958-001-01-6	4.98974307786739
C01	BRD-K18143222-001-01-3	5.021220697603551
C02	BRD-K39293420-001-01-1	4.955593019047039
C03	BRD-K20636606-001-01-8	4.991030063360491
C04	BRD-K26450848-001-01-6	4.936550924828351
C05	BRD-K90567672-001-01-9	4.97728733258975
C06	BRD-K08392687-001-01-6	4.9714184285643395
C07	BRD-K20595458-001-01-5	4.9293048124508685
C08	BRD-K13977293-001-02-1	5.0260171132740155
C09	BRD-K73485719-001-01-0	5.011081218066056
C10	BRD-K20931916-001-01-8	5.119825497270261
C11		
C12		
C13	BRD-K83842680-001-01-5	4.790072359802697
C14	BRD-K40290605-001-01-1	4.992402160556109
C15		
C16		
C17	BRD-K32338268-001-01-6	4.897447590092593
C18	BRD-K00250978-001-01-2	5.019869095159962
C19	BRD-K93693888-001-01-0	5.074758379388196
C20	BRD-K83218193-001-02-6	4.721295822379227
C21	BRD-K84928623-001-01-1	5.001171837592316
C22	BRD-K20442772-001-01-9	4.952416055216103
C23	BRD-K57653580-001-01-9	5.037917763568516
C24	BRD-K76912633-001-01-3	5.0426778001684
D01	BRD-K01794752-001-01-0	4.6827523391337955
D02	BRD-K75364998-001-01-7	4.848483324035776
D03	BRD-K19305859-001-01-7	5.021058947682689
D04	BRD-K42671816-001-01-5	5.049383143023204
D05	BRD-K84694327-001-01-8	5.013889957387125
D06	BRD-K05225547-001-01-1	5.028306006047896
D07	BRD-K13867077-001-01-8	5.08810202773178
D08	BRD-K80733101-001-01-0	5.063024287449286
D09	BRD-K33932270-001-01-1	5.0790352184882925
D10	BRD-K40690989-001-01-8	5.022551198458616
D11		
D12		
D13	BRD-K52933876-001-01-3	5.011465878358645
D14	BRD-K29322424-001-01-6	5.0681268125616805
D15		
D16		
D17	BRD-K43251717-001-01-5	5.017079509483677
D18	BRD-K36333898-001-01-1	4.8357182341079845
D19	BRD-K62119018-001-01-6	4.688385763693519
D20	BRD-K94652836-001-01-8	4.974597050786698
D21	BRD-K71815077-001-01-6	5.045610627194472
D22	BRD-K33971016-001-01-8	5.014811661995733
D23	BRD-K47829813-001-01-7	4.974360164225126
D24	BRD-K72422530-001-01-1	5.009545799417931
E01		
E02		
E03	BRD-K04490402-001-01-6	4.984337247450264
E04	BRD-K27013111-001-01-1	4.516877755498991
E05	BRD-K60930088-001-01-3	5.038098375220531
E06	BRD-K81208730-001-01-1	4.965068496704266
E07	BRD-K93975480-001-01-3	5.201460664944762
E08	BRD-K93680643-001-01-3	4.957113489201174
E09		
E10		
E11	BRD-K58446192-001-01-7	5.045952186343387
E12	BRD-K44281965-001-01-0	4.951963272681729
E13	BRD-K27480812-001-01-4	5.02581681475163
E14	BRD-K12661022-001-01-2	4.977939022078635
E15	BRD-K36891205-001-01-6	5.06860317046476
E16	BRD-K63598288-001-01-3	5.099990991043552
E17		
E18		
E19	BRD-K94309743-001-01-7	5.025823079483077
E20	BRD-K31763864-001-01-4	4.973346839401599
E21	BRD-K47378186-001-01-4	4.99607585894985
E22	BRD-K14396772-001-01-5	5.001194161379457
E23	BRD-K37207132-001-01-2	5.091584524832689
E24	BRD-K55317887-001-01-3	5.0692060238622725
F01		
F02		
F03	BRD-K33839420-001-01-7	5.025044903664803
F04	BRD-K83033142-001-01-3	5.013800892035495
F05	BRD-K43629349-001-01-8	5.040469798218609
F06	BRD-K16127703-001-01-6	5.039518235928739
F07	BRD-K11555731-001-01-9	5.003496708076486
F08	BRD-K31914849-001-01-3	5.213793778224666
F09		
F10		
F11	BRD-K82103061-001-01-2	5.004818747306846
F12	BRD-K92354346-001-01-6	5.018593254550702
F13	BRD-K76739593-001-01-8	4.5305822587890905
F14	BRD-K44328471-001-01-6	4.993811390737121
F15	BRD-K57662232-001-01-2	5.021827390821479
F16	BRD-K15688039-001-01-3	4.990679514823378
F17		
F18		
F19	BRD-K58037351-001-01-1	5.048700556034545
F20	BRD-K46262019-001-01-4	4.954306425300746
F21	BRD-K26641951-001-01-3	5.032752057084978
F22	BRD-K24644316-001-01-9	5.016359661293436
F23	BRD-K14484802-001-01-3	5.085294393336351
F24	BRD-K72588548-001-01-9	4.99693831163111
G01	BRD-K59655055-001-01-8	4.9874143253486105
G02	BRD-K87509172-001-01-1	4.926050469122689
G03		
G04		
G05	BRD-K46694269-001-01-5	5.04560781567031
G06	BRD-K22538427-001-01-1	4.963939005652449
G07	BRD-K67194034-001-01-4	5.00070743699125
G08	BRD-K31091950-001-01-5	5.083288512163162
G09	BRD-K60322656-001-01-5	5.05121582465015
G10	BRD-K45322361-001-01-1	5.033654882812197
G11	BRD-K01511639-001-01-7	4.990693390213516
G12	BRD-K47027735-001-01-3	5.011777123365436
G13	BRD-K46242184-001-01-5	4.96990104028068
G14	BRD-K93005984-001-01-0	4.900474255928632
G15	BRD-K04509289-001-01-1	5.13086944580336
G16	BRD-K26293902-001-01-3	5.003451935010657
G17	BRD-K41360142-001-01-1	5.110983182459717
G18	BRD-K24104429-001-01-8	4.983256131005469
G19		
G20		
G21	BRD-K20290810-001-01-6	5.1171119878724385
G22	BRD-K66659512-001-01-8	5.091837153434675
G23	BRD-K97754195-001-01-4	5.119623440765829
G24	BRD-K78326475-001-01-5	5.053385520397378
H01	BRD-K51241950-001-01-1	4.983962764766148
H02	BRD-K62933745-001-01-0	5.044567851858314
H03		
H04		
H05	BRD-K02425249-001-01-1	5.065004381234893
H06	BRD-K20135444-001-01-7	5.057270790828192
H07	BRD-K15028550-001-01-1	5.059940750077379
H08	BRD-K13204150-001-01-4	4.912758297057332
H09	BRD-K25915020-001-01-9	4.853515127432131
H10	BRD-K69233724-001-01-3	5.115745755930009
H11	BRD-K97676527-001-01-8	5.0237086640390425
H12	BRD-K27442509-001-01-2	5.029866102985012
H13	BRD-K86066946-001-01-8	4.978171507499525
H14	BRD-K32766179-001-01-6	4.989204060799292
H15	BRD-K77251422-001-01-0	5.003261979954406
H16	BRD-K63921090-001-01-5	5.000146431338145
H17	BRD-K82869371-001-01-3	5.008139140185578
H18	BRD-K80110418-001-01-9	4.990762640204977
H19		
H20		
H21	BRD-K86947360-001-01-6	4.82320050616812
H22	BRD-K48562317-001-01-4	5.034464650073262
H23	BRD-K56237820-001-01-2	5.08529684258522
H24	BRD-K33743088-001-01-4	5.228452743996766
I01	BRD-K15471766-001-01-3	5.101156495251859
I02	BRD-K03565207-001-01-3	5.081242680656966
