well_position	broad_sample	mmoles_per_liter	solvent
A05	BRD-K64243825-001-01-5	5.00347335069051	DMSO
A06	BRD-K45134947-001-01-3	5.008687227192089	DMSO
A07	BRD-K57199866-001-01-8	5.00557581093111	DMSO
A08	BRD-K30562320-001-01-9	5.02569331314194	DMSO
A09	BRD-K24873600-001-01-9	5.016531935808	DMSO
A10	BRD-K82622700-001-01-8	4.88900863942149	DMSO
A11	BRD-K45566213-001-01-3	4.69658782702445	DMSO
A12	BRD-K40566022-001-01-9	5.04736916051596	DMSO
A13			DMSO
A15	BRD-K69073107-001-01-0	4.96247529610202	DMSO
A16	BRD-K71511528-001-01-6	5.03058799892352	DMSO
A17	BRD-K76407984-001-01-9	4.997110908403901	DMSO
A18	BRD-K26767410-001-01-1	4.93894716583597	DMSO
A19	BRD-K18092396-001-01-2	5.018168647493599	DMSO
A20	BRD-K29205927-001-01-5	5.00876798947113	DMSO
A21	BRD-K30158311-001-01-7	5.03763843937098	DMSO
A22	BRD-K11667007-001-01-9	5.03451556283825	DMSO
A23	BRD-K37032043-001-01-2	5.0870429129634696	DMSO
B06	BRD-K12188384-001-01-8	5.02826005373833	DMSO
B07	BRD-K30311018-001-01-8	5.00584053268266	DMSO
B08	BRD-K11182882-001-01-9	5.094301959249379	DMSO
B09	BRD-K36527604-001-01-3	4.982348682410071	DMSO
B10	BRD-K74987780-001-01-8	5.014536369489259	DMSO
B11	BRD-K14166322-001-01-7	5.064907162135019	DMSO
B12	BRD-K16573415-001-01-0	4.98089177832807	DMSO
B13			DMSO
B14			DMSO
B15	BRD-K65975183-001-01-7	5.00585742665944	DMSO
B16	BRD-K29081836-001-01-0	5.08618963453011	DMSO
B17	BRD-K92404768-001-01-8	5.04041021507766	DMSO
B18	BRD-K79287319-001-01-8	5.002402214554429	DMSO
B19	BRD-K92163754-001-01-6	4.96718703220922	DMSO
B20	BRD-K65337672-001-01-8	5.0152064596689	DMSO
B21	BRD-K84760360-001-01-5	5.02448157327539	DMSO
B22	BRD-K98689898-001-01-1	5.0760664885555995	DMSO
B23	BRD-K52525325-001-01-4	4.9996027253318704	DMSO
B24	BRD-K55367197-001-01-3	5.01393807937035	DMSO
C01	BRD-K81429168-001-01-4	5.01498205724088	DMSO
C02	BRD-K24318151-001-01-8	5.04391626942332	DMSO
C03	BRD-K13778782-001-01-3	4.98853078404428	DMSO
C04	BRD-K37037521-001-01-2	5.00333795426931	DMSO
C05	BRD-K71709348-001-01-4	5.034468534308259	DMSO
C06	BRD-K31267215-001-01-2	5.02205388120614	DMSO
C07	BRD-K20101441-001-01-2	5.03763537687558	DMSO
C08	BRD-K43766497-001-01-8	5.0565560539618	DMSO
C17	BRD-K99766666-001-01-6	5.00495879979088	DMSO
C18	BRD-K57345620-001-01-4	5.05131588903653	DMSO
C19	BRD-K55748528-001-01-4	5.042298094318309	DMSO
C20	BRD-K29887111-001-01-6	5.0530247095289695	DMSO
C21	BRD-K76158076-001-01-7	5.05904956948027	DMSO
C22	BRD-K36569842-001-01-7	5.037026540342941	DMSO
C23	BRD-K14867418-001-01-5	5.04653134769668	DMSO
C24	BRD-K09048421-001-01-4	5.049280811943611	DMSO
D01	BRD-K57844337-001-01-0	4.9862024235069295	DMSO
D02	BRD-K65895220-001-01-2	5.05133686239917	DMSO
D03	BRD-K65859637-001-01-5	4.99439812463851	DMSO
D04	BRD-K31691428-001-01-6	5.04916666602551	DMSO
D05	BRD-K95760526-001-01-3	5.0149549515144	DMSO
D06	BRD-K90201499-001-01-6	4.99976177723716	DMSO
D07	BRD-K41151625-001-01-0	5.032876690799981	DMSO
D08	BRD-K30048461-001-01-8	4.94936578452597	DMSO
D09	BRD-K93783788-001-01-0	5.06212875685084	DMSO
D10	BRD-K20546229-001-01-6	4.99754604472954	DMSO
E17			DMSO
E18			DMSO
E19	BRD-K32683110-001-01-5	4.87390805058908	DMSO
E20	BRD-K09975896-001-01-4	5.033674753555469	DMSO
E21	BRD-K93441605-001-01-6	5.00886887893261	DMSO
E22	BRD-K95882018-001-01-0	5.02827330723383	DMSO
E23	BRD-K67947209-001-01-4	5.04561014124224	DMSO
E24	BRD-K61231367-001-01-7	5.07430222055587	DMSO
F01			DMSO
F18			DMSO
F19	BRD-K25367375-001-01-4	4.95364994731822	DMSO
F20	BRD-K39628918-001-01-7	5.0610437728763396	DMSO
F21	BRD-K83289448-001-01-2	5.06699547106205	DMSO
F22	BRD-K90829984-001-01-6	4.99454272424459	DMSO
F23	BRD-K43664564-001-01-3	5.03174460156936	DMSO
F24	BRD-K82451136-001-01-6	5.00106400829983	DMSO
G01	BRD-K41072697-001-01-1	4.9466377196086695	DMSO
G02	BRD-K40048343-001-01-0	5.04651139910886	DMSO
G03			DMSO
G04			DMSO
G13	BRD-K56903978-001-01-9	5.034181568163019	DMSO
G14	BRD-K68867948-001-01-9	5.02042629007697	DMSO
G15	BRD-K70039065-001-01-8	4.997490061215871	DMSO
G16	BRD-K03811780-001-01-6	5.07490855313653	DMSO
G17	BRD-K83484928-001-01-8	5.01059489217546	DMSO
G18	BRD-K02775862-001-01-5	5.05209469320358	DMSO
G19			DMSO
G20			DMSO
G21	BRD-K39784035-001-01-6	5.03452830623183	DMSO
H04			DMSO
H05	BRD-K56300782-001-01-4	4.99042035682255	DMSO
H06	BRD-K29073962-001-01-3	5.03410770438071	DMSO
H07	BRD-K90178727-001-01-0	5.01025219093691	DMSO
H08	BRD-K01358448-001-01-4	5.00499250326854	DMSO
H09	BRD-K62269054-001-01-4	5.0319549173061295	DMSO
H10	BRD-K98096505-001-01-4	5.043937066679799	DMSO
H11	BRD-K79446376-001-01-0	5.03966125078423	DMSO
H12	BRD-K26177519-001-01-3	4.99194601799683	DMSO
H22	BRD-K55627667-001-01-1	5.00596883790335	DMSO
H23	BRD-K29655604-001-01-1	5.119555506709469	DMSO
H24	BRD-K23140656-001-01-7	5.025545287490219	DMSO
I01	BRD-K05367966-001-01-3	5.00273451033364	DMSO
I02	BRD-K57567857-001-01-7	5.01302298756076	DMSO
I03	BRD-K38862476-001-01-7	4.94122181730235	DMSO
I04	BRD-K62909018-001-01-0	5.00360123386845	DMSO
I05			DMSO
I06			DMSO
I07	BRD-K28073972-001-01-2	4.99541072918058	DMSO
I08	BRD-K56259876-001-01-9	5.0152481609094295	DMSO
I09	BRD-K79848778-001-01-1	4.99600034051013	DMSO
I10	BRD-K30417169-001-01-0	4.89137134411301	DMSO
I11	BRD-K42358458-001-01-2	5.0625093899366	DMSO
I12	BRD-K03028108-001-01-2	5.02805425682904	DMSO
I13	BRD-K43695862-001-01-6	4.99040796333017	DMSO
J08	BRD-K79047281-001-01-0	5.026224704063821	DMSO
J09	BRD-K08739006-001-01-2	5.02780505111596	DMSO
J10	BRD-K16469239-001-01-5	5.01768060132474	DMSO
J11	BRD-K25222259-001-01-2	5.00075169593578	DMSO
J12	BRD-K09155468-001-01-1	4.999146952228481	DMSO
J13	BRD-K10072705-001-01-8	4.9196829680799805	DMSO
J14	BRD-K28635638-001-01-4	4.9938885553586605	DMSO
J15	BRD-K55011281-001-01-4	5.01128306595235	DMSO
J16	BRD-K73980669-001-01-0	5.02177771167036	DMSO
J24	BRD-K34257113-001-01-3	5.25002594226949	DMSO
K01	BRD-K89691421-001-01-4	5.003399333398701	DMSO
K02	BRD-K30278324-001-01-8	5.01085514538953	DMSO
K03	BRD-K31200284-001-01-9	5.01542491782378	DMSO
K04	BRD-K54662875-001-01-7	4.97648943629692	DMSO
K05	BRD-K45664515-001-01-1	5.00829800248065	DMSO
K06	BRD-K69655916-001-01-5	5.0777848094785	DMSO
K07			DMSO
K08			DMSO
