well_position	broad_sample	conc_mmol
A01		
A02		
A03	BRD-K58665933-001-06-5	5.0
A04	BRD-K14750527-001-07-8	5.0
A05	BRD-K58826199-001-05-4	5.0
A06	BRD-K83609118-001-05-1	5.0
A07	BRD-A30907050-001-07-1	5.0
A08	BRD-K98154140-001-05-3	5.0
A09	BRD-K74221467-001-05-3	5.0
A10	BRD-K97503114-001-05-4	5.0
A11	BRD-A99639428-001-05-7	5.0
A12	BRD-A54970395-001-05-8	5.0
A13	BRD-K27791603-001-05-8	5.0
A14	BRD-K71089100-001-05-0	5.0
A15	BRD-K26838048-001-07-7	5.0
A16	BRD-K06961060-001-05-8	5.0
A17	BRD-K86074537-001-05-8	5.0
A18	BRD-K44812364-001-05-0	5.0
A19	BRD-K26424592-001-05-0	5.0
A20	BRD-K96385839-001-05-1	5.0
A21	BRD-A36141702-001-06-5	5.0
A22	BRD-K53993052-001-05-3	5.0
A23		
A24		
B01		
B02		
B03	BRD-K73857162-001-06-1	5.0
B04	BRD-K83572617-001-05-7	5.0
B05	BRD-K95689834-001-06-0	5.0
B06	BRD-K75838157-001-06-6	5.0
B07	BRD-K53829711-001-05-2	5.0
B08	BRD-K39170655-001-05-8	5.0
B09	BRD-K56566959-001-05-8	5.0
B10	BRD-K31788464-001-05-6	5.0
B11	BRD-K88387273-001-05-0	5.0
B12	BRD-A46044001-003-05-5	5.0
B13	BRD-K12134293-001-05-3	5.0
B14	BRD-A20951169-001-05-3	5.0
B15	BRD-A82925153-001-05-0	5.0
B16	BRD-K41845062-001-06-6	5.0
B17	BRD-K29812820-001-07-3	5.0
B18	BRD-K98538070-001-06-9	5.0
B19	BRD-A21023809-001-05-6	5.0
B20	BRD-K47210188-001-05-8	5.0
B21	BRD-K06223907-001-06-8	5.0
B22	BRD-K78701426-001-06-8	5.0
B23		
B24		
C01		
C02		
C03	BRD-K10182157-001-06-7	5.0
C04	BRD-K30586672-001-06-1	5.0
C05	BRD-K94683388-001-05-6	5.0
C06	BRD-K46769311-001-06-2	5.0
C07	BRD-K45681478-001-09-3	5.0
C08	BRD-K01356889-001-05-5	5.0
C09	BRD-A16737060-001-05-2	5.0
C10	BRD-K98531780-001-05-7	5.0
C11	BRD-K38697614-001-06-9	5.0
